Date;City;Station;Component;Value;Unit;Indicator;Periodicity;Quarter
2020-03-23;Riyadh;Al-Khaleej;PM10;34.95;µg/m3;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Muruj;CO;0.84;ppm;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Khalidiya;CO;0.61;ppm;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Khalidiya;CO;0.88;ppm;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Muruj;SO2;1.0;ppb;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Khalidiya;SO2;4.3;ppb;Max / Hourly;Daily;
2020-03-24;Riyadh;Al-Khalidiya;SO2;2.23;ppb;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Ghurabi;NO2;32.8;ppb;Max / Hourly;Daily;
2020-03-24;Riyadh;Al-Khaleej;NO2;1.97;ppb;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Muruj;NO2;9.24;ppb;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Ghurabi;O3;46.0;ppb;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Khaleej;O3;3.1;ppb;Min / Hourly;Daily;
2020-03-24;Riyadh;At-Taawun;O3;14.0;ppb;Max / Hourly;Daily;
2020-03-24;Riyadh;Al-Khaleej;O3;5.85;ppb;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Muruj;O3;34.49;ppb;Avg / Hourly;Daily;
2020-03-24;Riyadh;Al-Khaleej;PM10;5.0;µg/m3;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Muruj;PM10;8.0;µg/m3;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Khalidiya;PM10;36.0;µg/m3;Min / Hourly;Daily;
2020-03-24;Riyadh;Al-Ghurabi;PM10;31.04;µg/m3;Avg / Hourly;Daily;
2020-03-25;Riyadh;Al-Ghurabi;CO;0.45;ppm;Min / Hourly;Daily;
2020-03-25;Riyadh;At-Taawun;CO;3.78;ppm;Max / Hourly;Daily;
2020-03-25;Riyadh;Al-Ghurabi;SO2;2.5;ppb;Max / Hourly;Daily;
2020-03-25;Riyadh;Al-Khaleej;SO2;2.27;ppb;Avg / Hourly;Daily;
2020-03-25;Riyadh;Al-Ghurabi;NO2;9.1;ppb;Min / Hourly;Daily;
2020-03-25;Riyadh;Al-Ghurabi;NO2;67.9;ppb;Max / Hourly;Daily;
2020-03-25;Riyadh;At-Taawun;O3;1.3;ppb;Min / Hourly;Daily;
2020-03-25;Riyadh;Al-Khaleej;O3;8.6;ppb;Max / Hourly;Daily;
2020-03-25;Riyadh;At-Taawun;O3;11.1;ppb;Max / Hourly;Daily;
2020-03-25;Riyadh;Al-Muruj;O3;39.7;ppb;Max / Hourly;Daily;
2020-03-25;Riyadh;Al-Ghurabi;O3;45.62;ppb;Avg / Hourly;Daily;
2020-03-25;Riyadh;At-Taawun;O3;7.4;ppb;Avg / Hourly;Daily;
2020-03-25;Riyadh;Al-Khalidiya;O3;3.13;ppb;Avg / Hourly;Daily;
2020-03-25;Riyadh;At-Taawun;PM10;30.0;µg/m3;Min / Hourly;Daily;
2020-03-25;Riyadh;At-Taawun;PM10;201.13;µg/m3;Avg / Hourly;Daily;
2020-03-26;Riyadh;Al-Ghurabi;CO;0.87;ppm;Min / Hourly;Daily;
2020-03-26;Riyadh;Al-Khalidiya;CO;0.71;ppm;Min / Hourly;Daily;
2020-03-26;Riyadh;Al-Ghurabi;CO;2.48;ppm;Max / Hourly;Daily;
2020-03-26;Riyadh;At-Taawun;CO;3.59;ppm;Max / Hourly;Daily;
2020-03-26;Riyadh;Al-Muruj;CO;0.95;ppm;Avg / Hourly;Daily;
2020-03-26;Riyadh;Al-Ghurabi;SO2;0.6;ppb;Min / Hourly;Daily;
2020-03-26;Riyadh;Al-Muruj;SO2;0.9;ppb;Min / Hourly;Daily;
2020-03-26;Riyadh;Al-Khalidiya;SO2;1.7;ppb;Min / Hourly;Daily;
2020-03-26;Riyadh;Al-Khalidiya;SO2;5.8;ppb;Max / Hourly;Daily;
2020-03-26;Riyadh;At-Taawun;SO2;1.37;ppb;Avg / Hourly;Daily;
2020-03-26;Riyadh;Al-Muruj;NO2;1.8;ppb;Min / Hourly;Daily;
2020-04-02;Riyadh;Al-Khaleej;SO2;1.1;ppb;Max / Hourly;Daily;
2020-04-02;Riyadh;Al-Muruj;SO2;3.0;ppb;Max / Hourly;Daily;
2020-04-02;Riyadh;Al-Ghurabi;SO2;4.22;ppb;Avg / Hourly;Daily;
2020-04-02;Riyadh;Al-Khaleej;NO2;1.8;ppb;Min / Hourly;Daily;
2020-04-02;Riyadh;At-Taawun;NO2;2.0;ppb;Min / Hourly;Daily;
2020-04-02;Riyadh;Al-Ghurabi;NO2;25.07;ppb;Avg / Hourly;Daily;
2020-04-02;Riyadh;Al-Ghurabi;O3;20.0;ppb;Min / Hourly;Daily;
2020-04-02;Riyadh;Al-Khaleej;O3;1.7;ppb;Min / Hourly;Daily;
2020-04-02;Riyadh;At-Taawun;O3;11.1;ppb;Max / Hourly;Daily;
2020-04-02;Riyadh;Al-Muruj;O3;38.2;ppb;Max / Hourly;Daily;
2020-04-02;Riyadh;Al-Muruj;O3;27.24;ppb;Avg / Hourly;Daily;
2020-04-02;Riyadh;Al-Khaleej;PM10;218.0;µg/m3;Max / Hourly;Daily;
2020-04-02;Riyadh;Al-Ghurabi;PM10;76.87;µg/m3;Avg / Hourly;Daily;
2020-04-02;Riyadh;Al-Khaleej;PM10;125.29;µg/m3;Avg / Hourly;Daily;
2020-04-04;Riyadh;At-Taawun;CO;0.02;ppm;Min / Hourly;Daily;
2020-04-04;Riyadh;Al-Khaleej;CO;1.34;ppm;Max / Hourly;Daily;
2020-04-04;Riyadh;At-Taawun;CO;0.77;ppm;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Muruj;CO;1.16;ppm;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Ghurabi;CO;17.7;ppm;Avg / Hourly;Daily;
2020-04-04;Riyadh;Al-Khaleej;CO;1.24;ppm;Avg / Hourly;Daily;
2020-04-04;Riyadh;Al-Ghurabi;SO2;1.5;ppb;Min / Hourly;Daily;
2020-04-04;Riyadh;Al-Khaleej;SO2;2.6;ppb;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Muruj;SO2;2.1;ppb;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Khalidiya;SO2;4.7;ppb;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Ghurabi;SO2;2.38;ppb;Avg / Hourly;Daily;
2020-04-04;Riyadh;Al-Muruj;SO2;1.44;ppb;Avg / Hourly;Daily;
2020-04-04;Riyadh;At-Taawun;NO2;2.5;ppb;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Ghurabi;NO2;12.24;ppb;Avg / Hourly;Daily;
2020-04-04;Riyadh;At-Taawun;NO2;2.11;ppb;Avg / Hourly;Daily;
2020-04-04;Riyadh;Al-Khalidiya;NO2;2.76;ppb;Avg / Hourly;Daily;
2020-04-04;Riyadh;Al-Ghurabi;O3;61.0;ppb;Min / Hourly;Daily;
2020-04-04;Riyadh;Al-Khalidiya;O3;0.5;ppb;Min / Hourly;Daily;
2020-04-04;Riyadh;Al-Muruj;O3;43.9;ppb;Max / Hourly;Daily;
2020-04-04;Riyadh;Al-Muruj;PM10;43.0;µg/m3;Min / Hourly;Daily;
2020-04-04;Riyadh;Al-Ghurabi;PM10;90.36;µg/m3;Avg / Hourly;Daily;
2020-04-05;Riyadh;Al-Ghurabi;CO;18.51;ppm;Avg / Hourly;Daily;
2020-04-05;Riyadh;Al-Khalidiya;CO;0.67;ppm;Avg / Hourly;Daily;
2020-04-05;Riyadh;Al-Khaleej;SO2;2.1;ppb;Min / Hourly;Daily;
2020-04-05;Riyadh;Al-Khalidiya;SO2;148.5;ppb;Min / Hourly;Daily;
2020-04-05;Riyadh;At-Taawun;SO2;1.8;ppb;Max / Hourly;Daily;
2020-04-05;Riyadh;Al-Khalidiya;NO2;1.7;ppb;Min / Hourly;Daily;
2020-04-05;Riyadh;Al-Khalidiya;O3;0.1;ppb;Min / Hourly;Daily;
2020-04-05;Riyadh;Al-Khalidiya;O3;7.0;ppb;Max / Hourly;Daily;
2020-04-05;Riyadh;Al-Ghurabi;O3;48.33;ppb;Avg / Hourly;Daily;
2020-04-05;Riyadh;Al-Khaleej;O3;5.07;ppb;Avg / Hourly;Daily;
2020-04-05;Riyadh;Al-Khaleej;PM10;30.0;µg/m3;Min / Hourly;Daily;
2020-04-05;Riyadh;At-Taawun;PM10;149.0;µg/m3;Max / Hourly;Daily;
2020-04-05;Riyadh;Al-Khalidiya;PM10;159.75;µg/m3;Avg / Hourly;Daily;
2020-04-06;Riyadh;Al-Khaleej;CO;1.12;ppm;Min / Hourly;Daily;
2020-04-06;Riyadh;At-Taawun;CO;1.28;ppm;Min / Hourly;Daily;
2020-04-06;Riyadh;Al-Khaleej;CO;1.3;ppm;Max / Hourly;Daily;
2020-04-06;Riyadh;At-Taawun;CO;14.51;ppm;Max / Hourly;Daily;
2020-04-06;Riyadh;At-Taawun;CO;7.58;ppm;Avg / Hourly;Daily;
2020-04-06;Riyadh;Al-Ghurabi;SO2;6.7;ppb;Min / Hourly;Daily;
2020-04-06;Riyadh;Al-Khaleej;SO2;1.5;ppb;Max / Hourly;Daily;
2020-04-06;Riyadh;Al-Khalidiya;SO2;9.6;ppb;Avg / Hourly;Daily;
2020-04-06;Riyadh;At-Taawun;NO2;1.9;ppb;Min / Hourly;Daily;
2020-04-06;Riyadh;At-Taawun;NO2;2.4;ppb;Max / Hourly;Daily;
2020-04-06;Riyadh;Al-Ghurabi;NO2;17.66;ppb;Avg / Hourly;Daily;
2020-04-06;Riyadh;Al-Ghurabi;O3;27.91;ppb;Avg / Hourly;Daily;
2020-04-06;Riyadh;Al-Khaleej;O3;3.3;ppb;Avg / Hourly;Daily;
2020-04-06;Riyadh;Al-Khalidiya;O3;3.97;ppb;Avg / Hourly;Daily;
2020-04-06;Riyadh;At-Taawun;PM10;202.0;µg/m3;Max / Hourly;Daily;
2020-04-06;Riyadh;Al-Khaleej;PM10;143.41;µg/m3;Avg / Hourly;Daily;
2020-04-06;Riyadh;Al-Khalidiya;PM10;114.5;µg/m3;Avg / Hourly;Daily;
2020-04-07;Riyadh;Al-Khaleej;CO;1.1;ppm;Min / Hourly;Daily;
2020-04-07;Riyadh;Al-Khalidiya;CO;0.03;ppm;Min / Hourly;Daily;
2020-04-07;Riyadh;Al-Khaleej;CO;1.32;ppm;Max / Hourly;Daily;
2020-04-07;Riyadh;Al-Muruj;SO2;1.84;ppb;Avg / Hourly;Daily;
2020-04-07;Riyadh;Al-Khaleej;NO2;1.9;ppb;Min / Hourly;Daily;
2020-04-07;Riyadh;Al-Muruj;NO2;12.6;ppb;Min / Hourly;Daily;
2020-04-07;Riyadh;Al-Khaleej;NO2;2.3;ppb;Max / Hourly;Daily;
2020-04-07;Riyadh;Al-Ghurabi;NO2;15.98;ppb;Avg / Hourly;Daily;
2020-04-07;Riyadh;Al-Khaleej;O3;1.8;ppb;Min / Hourly;Daily;
2020-04-07;Riyadh;Al-Muruj;O3;31.1;ppb;Min / Hourly;Daily;
2020-04-07;Riyadh;Al-Khalidiya;PM10;68.0;µg/m3;Min / Hourly;Daily;
2020-04-07;Riyadh;At-Taawun;PM10;164.38;µg/m3;Avg / Hourly;Daily;
2020-04-08;Riyadh;Al-Ghurabi;CO;9.75;ppm;Min / Hourly;Daily;
2020-04-08;Riyadh;At-Taawun;CO;0.01;ppm;Min / Hourly;Daily;
2020-04-08;Riyadh;Al-Khalidiya;CO;0.41;ppm;Min / Hourly;Daily;
2020-04-08;Riyadh;Al-Muruj;CO;1.04;ppm;Avg / Hourly;Daily;
2020-04-08;Riyadh;Al-Ghurabi;SO2;3.1;ppb;Min / Hourly;Daily;
2020-04-08;Riyadh;At-Taawun;SO2;0.1;ppb;Min / Hourly;Daily;
2020-04-08;Riyadh;Al-Khaleej;SO2;2.1;ppb;Max / Hourly;Daily;
2020-04-08;Riyadh;At-Taawun;NO2;2.15;ppb;Avg / Hourly;Daily;
2020-04-08;Riyadh;Al-Muruj;NO2;17.57;ppb;Avg / Hourly;Daily;
2020-04-08;Riyadh;Al-Ghurabi;O3;3.0;ppb;Min / Hourly;Daily;
2020-04-08;Riyadh;Al-Khalidiya;O3;0.2;ppb;Min / Hourly;Daily;
2020-04-08;Riyadh;Al-Muruj;O3;36.9;ppb;Max / Hourly;Daily;
2020-04-08;Riyadh;Al-Khalidiya;O3;4.8;ppb;Max / Hourly;Daily;
2020-04-08;Riyadh;Al-Khalidiya;O3;2.12;ppb;Avg / Hourly;Daily;
2020-04-08;Riyadh;Al-Muruj;PM10;230.0;µg/m3;Max / Hourly;Daily;
2020-04-08;Riyadh;Al-Khalidiya;PM10;338.0;µg/m3;Max / Hourly;Daily;
2020-04-08;Riyadh;Al-Ghurabi;PM10;99.94;µg/m3;Avg / Hourly;Daily;
2020-04-08;Riyadh;Al-Khalidiya;PM10;144.0;µg/m3;Avg / Hourly;Daily;
2020-04-09;Riyadh;Al-Ghurabi;CO;7.58;ppm;Min / Hourly;Daily;
2020-04-09;Riyadh;At-Taawun;CO;1.24;ppm;Max / Hourly;Daily;
2020-04-09;Riyadh;Al-Ghurabi;SO2;1.6;ppb;Min / Hourly;Daily;
2020-04-09;Riyadh;Al-Khaleej;SO2;2.4;ppb;Max / Hourly;Daily;
2020-04-09;Riyadh;Al-Ghurabi;SO2;2.8;ppb;Avg / Hourly;Daily;
2020-04-09;Riyadh;Al-Muruj;NO2;20.3;ppb;Max / Hourly;Daily;
2020-04-09;Riyadh;Al-Khalidiya;NO2;3.6;ppb;Max / Hourly;Daily;
2020-04-09;Riyadh;At-Taawun;NO2;2.25;ppb;Avg / Hourly;Daily;
2020-04-09;Riyadh;At-Taawun;O3;3.0;ppb;Min / Hourly;Daily;
2020-04-09;Riyadh;Al-Khalidiya;O3;0.1;ppb;Min / Hourly;Daily;
2020-04-09;Riyadh;Al-Ghurabi;O3;13.0;ppb;Max / Hourly;Daily;
2020-04-09;Riyadh;Al-Muruj;O3;38.9;ppb;Max / Hourly;Daily;
2020-04-09;Riyadh;Al-Ghurabi;O3;6.83;ppb;Avg / Hourly;Daily;
2020-04-09;Riyadh;Al-Khaleej;O3;2.48;ppb;Avg / Hourly;Daily;
2020-04-09;Riyadh;At-Taawun;O3;6.17;ppb;Avg / Hourly;Daily;
2020-04-09;Riyadh;Al-Khalidiya;PM10;733.0;µg/m3;Max / Hourly;Daily;
2020-04-10;Riyadh;Al-Khaleej;CO;1.07;ppm;Min / Hourly;Daily;
2020-04-10;Riyadh;At-Taawun;CO;1.68;ppm;Max / Hourly;Daily;
2020-04-10;Riyadh;Al-Ghurabi;CO;13.71;ppm;Avg / Hourly;Daily;
2020-04-10;Riyadh;Al-Khaleej;SO2;0.4;ppb;Min / Hourly;Daily;
2020-04-10;Riyadh;Al-Khaleej;SO2;0.88;ppb;Avg / Hourly;Daily;
2020-04-10;Riyadh;Al-Muruj;SO2;3.48;ppb;Avg / Hourly;Daily;
2020-04-10;Riyadh;Al-Khaleej;NO2;1.8;ppb;Min / Hourly;Daily;
2020-04-10;Riyadh;Al-Khaleej;NO2;2.1;ppb;Max / Hourly;Daily;
2020-04-10;Riyadh;Al-Muruj;NO2;19.4;ppb;Max / Hourly;Daily;
2020-04-10;Riyadh;Al-Khaleej;NO2;1.93;ppb;Avg / Hourly;Daily;
2020-04-10;Riyadh;Al-Khalidiya;O3;4.9;ppb;Max / Hourly;Daily;
2020-04-10;Riyadh;Al-Ghurabi;O3;12.0;ppb;Avg / Hourly;Daily;
2020-04-10;Riyadh;At-Taawun;PM10;84.0;µg/m3;Min / Hourly;Daily;
2020-04-10;Riyadh;At-Taawun;PM10;668.0;µg/m3;Max / Hourly;Daily;
2020-04-11;Riyadh;Al-Ghurabi;CO;8.38;ppm;Min / Hourly;Daily;
2020-04-11;Riyadh;Al-Khaleej;CO;1.29;ppm;Max / Hourly;Daily;
2020-04-11;Riyadh;Al-Khalidiya;CO;0.82;ppm;Max / Hourly;Daily;
2020-04-11;Riyadh;Al-Khaleej;CO;1.16;ppm;Avg / Hourly;Daily;
2020-04-11;Riyadh;At-Taawun;SO2;1.2;ppb;Min / Hourly;Daily;
2020-04-11;Riyadh;Al-Khaleej;SO2;2.5;ppb;Max / Hourly;Daily;
2020-04-11;Riyadh;Al-Ghurabi;NO2;8.5;ppb;Min / Hourly;Daily;
2020-04-11;Riyadh;Al-Khaleej;NO2;1.4;ppb;Min / Hourly;Daily;
2020-04-11;Riyadh;Al-Ghurabi;O3;15.0;ppb;Min / Hourly;Daily;
2020-04-11;Riyadh;Al-Ghurabi;O3;42.0;ppb;Max / Hourly;Daily;
2020-04-11;Riyadh;Al-Muruj;O3;44.8;ppb;Max / Hourly;Daily;
2020-04-11;Riyadh;At-Taawun;O3;9.18;ppb;Avg / Hourly;Daily;
2020-04-11;Riyadh;Al-Khalidiya;O3;6.15;ppb;Avg / Hourly;Daily;
2020-04-11;Riyadh;Al-Khaleej;PM10;326.0;µg/m3;Max / Hourly;Daily;
2020-04-11;Riyadh;Al-Khalidiya;PM10;116.75;µg/m3;Avg / Hourly;Daily;
2020-04-12;Riyadh;Al-Muruj;CO;1.16;ppm;Max / Hourly;Daily;
2020-04-12;Riyadh;Al-Khalidiya;CO;0.69;ppm;Avg / Hourly;Daily;
2020-04-12;Riyadh;Al-Ghurabi;SO2;0.1;ppb;Min / Hourly;Daily;
2020-04-12;Riyadh;At-Taawun;SO2;1.1;ppb;Min / Hourly;Daily;
2020-04-12;Riyadh;Al-Muruj;SO2;1.3;ppb;Min / Hourly;Daily;
2020-04-12;Riyadh;Al-Khaleej;SO2;0.85;ppb;Avg / Hourly;Daily;
2020-04-12;Riyadh;Al-Muruj;SO2;1.86;ppb;Avg / Hourly;Daily;
2020-04-12;Riyadh;Al-Khaleej;NO2;1.3;ppb;Min / Hourly;Daily;
2020-04-12;Riyadh;Al-Ghurabi;NO2;11.48;ppb;Avg / Hourly;Daily;
2020-04-12;Riyadh;At-Taawun;O3;5.9;ppb;Min / Hourly;Daily;
2020-04-12;Riyadh;Al-Khaleej;O3;3.5;ppb;Max / Hourly;Daily;
2020-04-12;Riyadh;At-Taawun;PM10;50.0;µg/m3;Min / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;CO;0.96;ppm;Min / Hourly;Daily;
2020-04-13;Riyadh;Al-Ghurabi;CO;15.41;ppm;Avg / Hourly;Daily;
2020-04-13;Riyadh;Al-Khalidiya;CO;1.26;ppm;Avg / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;SO2;0.6;ppb;Min / Hourly;Daily;
2020-04-13;Riyadh;At-Taawun;SO2;1.1;ppb;Min / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;SO2;2.3;ppb;Max / Hourly;Daily;
2020-04-13;Riyadh;Al-Ghurabi;NO2;6.1;ppb;Min / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;NO2;1.7;ppb;Min / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;NO2;2.3;ppb;Max / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;NO2;2.05;ppb;Avg / Hourly;Daily;
2020-04-13;Riyadh;Al-Muruj;O3;11.7;ppb;Min / Hourly;Daily;
2020-04-13;Riyadh;Al-Ghurabi;O3;86.0;ppb;Max / Hourly;Daily;
2020-04-13;Riyadh;Al-Khalidiya;O3;12.3;ppb;Max / Hourly;Daily;
2020-04-13;Riyadh;Al-Muruj;O3;33.61;ppb;Avg / Hourly;Daily;
2020-04-13;Riyadh;Al-Khaleej;PM10;3.77;µg/m3;Avg / Hourly;Daily;
2020-04-13;Riyadh;At-Taawun;PM10;112.05;µg/m3;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Khaleej;CO;1.02;ppm;Min / Hourly;Daily;
2020-04-14;Riyadh;At-Taawun;CO;0.02;ppm;Min / Hourly;Daily;
2020-04-14;Riyadh;Al-Khalidiya;CO;1.29;ppm;Min / Hourly;Daily;
2020-04-14;Riyadh;At-Taawun;CO;6.36;ppm;Max / Hourly;Daily;
2020-04-14;Riyadh;At-Taawun;CO;2.53;ppm;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Muruj;CO;1.12;ppm;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Khaleej;SO2;1.7;ppb;Min / Hourly;Daily;
2020-04-14;Riyadh;Al-Ghurabi;SO2;3.65;ppb;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Khaleej;SO2;2.25;ppb;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Khaleej;NO2;1.9;ppb;Min / Hourly;Daily;
2020-04-14;Riyadh;At-Taawun;NO2;1.7;ppb;Min / Hourly;Daily;
2020-04-14;Riyadh;Al-Muruj;NO2;13.2;ppb;Min / Hourly;Daily;
2020-04-14;Riyadh;Al-Khalidiya;NO2;1.7;ppb;Min / Hourly;Daily;
2020-04-14;Riyadh;Al-Ghurabi;NO2;9.33;ppb;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Khaleej;NO2;2.18;ppb;Avg / Hourly;Daily;
2020-04-14;Riyadh;At-Taawun;O3;10.28;ppb;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Muruj;O3;35.21;ppb;Avg / Hourly;Daily;
2020-04-14;Riyadh;Al-Khaleej;PM10;1.0;µg/m3;Min / Hourly;Daily;
2020-04-15;Riyadh;Al-Khaleej;CO;0.89;ppm;Min / Hourly;Daily;
2020-04-15;Riyadh;Al-Khaleej;CO;1.25;ppm;Max / Hourly;Daily;
2020-04-15;Riyadh;Al-Muruj;SO2;0.3;ppb;Min / Hourly;Daily;
2020-04-15;Riyadh;Al-Khaleej;SO2;2.2;ppb;Max / Hourly;Daily;
2020-04-15;Riyadh;Al-Khaleej;SO2;1.87;ppb;Avg / Hourly;Daily;
