Date;City;Station;Component;Value;Unit;Indicator;Periodicity;Quarter
2020-05-25;Riyadh;At-Taawun;CO;0.77;ppm;Avg / Hourly;Daily;
2020-05-25;Riyadh;Ad-Dhubbat;CO;1.01;ppm;Avg / Hourly;Daily;
2020-05-25;Riyadh;Al-Muruj;SO2;1.0;ppb;Min / Hourly;Daily;
2020-05-25;Riyadh;Ad-Dhubbat;SO2;0.1;ppb;Min / Hourly;Daily;
2020-05-25;Riyadh;Ar-Rawabi;SO2;1.3;ppb;Max / Hourly;Daily;
2020-05-25;Riyadh;Ar-Rawabi;SO2;0.34;ppb;Avg / Hourly;Daily;
2020-05-25;Riyadh;Al-Jazeera;NO2;8.6;ppb;Min / Hourly;Daily;
2020-05-25;Riyadh;Al-Khalidiya;NO2;1.9;ppb;Min / Hourly;Daily;
2020-05-25;Riyadh;Ad-Dhubbat;NO2;41.1;ppb;Max / Hourly;Daily;
2020-05-25;Riyadh;Ar-Rawabi;NO2;23.5;ppb;Avg / Hourly;Daily;
2020-05-25;Riyadh;Al-Muruj;O3;16.3;ppb;Min / Hourly;Daily;
2020-05-25;Riyadh;Al-Khalidiya;O3;3.1;ppb;Min / Hourly;Daily;
2020-05-25;Riyadh;Al-Ghurabi;O3;39.9;ppb;Max / Hourly;Daily;
2020-05-25;Riyadh;Al-Khalidiya;PM10;480.0;µg/m3;Max / Hourly;Daily;
2020-05-26;Riyadh;Al-Ghurabi;CO;0.7;ppm;Min / Hourly;Daily;
2020-05-26;Riyadh;Al-Jazeera;CO;1.11;ppm;Min / Hourly;Daily;
2020-05-26;Riyadh;Ad-Dhubbat;CO;1.2;ppm;Max / Hourly;Daily;
2020-05-26;Riyadh;Al-Jazeera;CO;1.64;ppm;Avg / Hourly;Daily;
2020-05-26;Riyadh;Al-Muruj;SO2;0.7;ppb;Min / Hourly;Daily;
2020-05-26;Riyadh;Ad-Dhubbat;SO2;0.1;ppb;Min / Hourly;Daily;
2020-05-26;Riyadh;Al-Ghurabi;SO2;1.9;ppb;Max / Hourly;Daily;
2020-05-26;Riyadh;Ar-Rawabi;SO2;1.8;ppb;Max / Hourly;Daily;
2020-05-26;Riyadh;Ad-Dhubbat;SO2;1.0;ppb;Max / Hourly;Daily;
2020-05-26;Riyadh;At-Taawun;NO2;0.2;ppb;Min / Hourly;Daily;
2020-05-26;Riyadh;Ar-Rawabi;NO2;16.19;ppb;Avg / Hourly;Daily;
2020-05-26;Riyadh;Al-Muruj;NO2;16.0;ppb;Avg / Hourly;Daily;
2020-05-26;Riyadh;Al-Khalidiya;NO2;2.55;ppb;Avg / Hourly;Daily;
2020-05-26;Riyadh;Al-Muruj;O3;31.6;ppb;Min / Hourly;Daily;
2020-05-17;Riyadh;Ar-Rawabi;CO;0.4;ppm;Min / Hourly;Daily;
2020-05-17;Riyadh;Al-Muruj;CO;1.12;ppm;Max / Hourly;Daily;
2020-05-17;Riyadh;Al-Jazeera;SO2;1.6;ppb;Min / Hourly;Daily;
2020-05-17;Riyadh;Ad-Dhubbat;SO2;0.1;ppb;Min / Hourly;Daily;
2020-05-17;Riyadh;Al-Ghurabi;SO2;2.3;ppb;Max / Hourly;Daily;
2020-05-17;Riyadh;Al-Muruj;SO2;2.2;ppb;Max / Hourly;Daily;
2020-05-17;Riyadh;Al-Ghurabi;SO2;0.6;ppb;Avg / Hourly;Daily;
2020-05-17;Riyadh;Al-Muruj;SO2;1.65;ppb;Avg / Hourly;Daily;
2020-05-17;Riyadh;Al-Jazeera;NO2;8.9;ppb;Min / Hourly;Daily;
2020-05-17;Riyadh;At-Taawun;NO2;5.4;ppb;Max / Hourly;Daily;
2020-05-17;Riyadh;Al-Muruj;NO2;18.4;ppb;Max / Hourly;Daily;
2020-05-17;Riyadh;Ad-Dhubbat;O3;15.1;ppb;Min / Hourly;Daily;
2020-05-17;Riyadh;Ad-Dhubbat;O3;48.2;ppb;Max / Hourly;Daily;
2020-05-17;Riyadh;Al-Khaleej;PM10;8.0;µg/m3;Min / Hourly;Daily;
2020-05-17;Riyadh;Al-Khalidiya;PM10;115.0;µg/m3;Max / Hourly;Daily;
2020-05-17;Riyadh;Ar-Rawabi;PM10;77.69;µg/m3;Avg / Hourly;Daily;
2020-05-18;Riyadh;Al-Khaleej;CO;0.6;ppm;Min / Hourly;Daily;
2020-05-18;Riyadh;Ar-Rawabi;CO;0.5;ppm;Min / Hourly;Daily;
2020-05-18;Riyadh;Ad-Dhubbat;CO;1.0;ppm;Min / Hourly;Daily;
2020-05-18;Riyadh;Al-Ghurabi;CO;1.1;ppm;Max / Hourly;Daily;
2020-05-18;Riyadh;Ar-Rawabi;CO;1.3;ppm;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Jazeera;CO;1.59;ppm;Max / Hourly;Daily;
2020-05-18;Riyadh;Ad-Dhubbat;CO;1.4;ppm;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Khaleej;CO;0.71;ppm;Avg / Hourly;Daily;
2020-05-18;Riyadh;Ad-Dhubbat;CO;1.15;ppm;Avg / Hourly;Daily;
2020-05-18;Riyadh;Al-Jazeera;SO2;1.2;ppb;Min / Hourly;Daily;
2020-05-18;Riyadh;Al-Khaleej;SO2;2.2;ppb;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Muruj;SO2;7.8;ppb;Max / Hourly;Daily;
2020-05-18;Riyadh;Ad-Dhubbat;SO2;1.5;ppb;Max / Hourly;Daily;
2020-05-18;Riyadh;At-Taawun;SO2;0.97;ppb;Avg / Hourly;Daily;
2020-05-18;Riyadh;Ar-Rawabi;NO2;94.0;ppb;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Jazeera;NO2;19.06;ppb;Avg / Hourly;Daily;
2020-05-18;Riyadh;At-Taawun;NO2;2.81;ppb;Avg / Hourly;Daily;
2020-05-18;Riyadh;Al-Muruj;NO2;14.93;ppb;Avg / Hourly;Daily;
2020-05-18;Riyadh;Al-Khaleej;O3;9.6;ppb;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Jazeera;O3;24.0;ppb;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Jazeera;O3;15.03;ppb;Avg / Hourly;Daily;
2020-05-18;Riyadh;Ad-Dhubbat;O3;27.47;ppb;Avg / Hourly;Daily;
2020-05-18;Riyadh;Al-Khaleej;PM10;4.0;µg/m3;Min / Hourly;Daily;
2020-05-18;Riyadh;Al-Jazeera;PM10;8.0;µg/m3;Min / Hourly;Daily;
2020-05-18;Riyadh;Al-Ghurabi;PM10;52.0;µg/m3;Max / Hourly;Daily;
2020-05-18;Riyadh;At-Taawun;PM10;121.0;µg/m3;Max / Hourly;Daily;
2020-05-18;Riyadh;Ad-Dhubbat;PM10;52.0;µg/m3;Max / Hourly;Daily;
2020-05-18;Riyadh;Al-Muruj;PM10;123.84;µg/m3;Avg / Hourly;Daily;
2020-05-19;Riyadh;Al-Jazeera;CO;1.23;ppm;Min / Hourly;Daily;
2020-05-19;Riyadh;Al-Khaleej;CO;1.8;ppm;Max / Hourly;Daily;
2020-05-19;Riyadh;Al-Jazeera;CO;1.78;ppm;Max / Hourly;Daily;
2020-05-19;Riyadh;Al-Khalidiya;CO;1.2;ppm;Max / Hourly;Daily;
2020-05-19;Riyadh;Ad-Dhubbat;CO;1.2;ppm;Max / Hourly;Daily;
2020-05-19;Riyadh;Al-Ghurabi;CO;0.65;ppm;Avg / Hourly;Daily;
2020-05-19;Riyadh;Al-Ghurabi;SO2;2.1;ppb;Max / Hourly;Daily;
2020-05-19;Riyadh;Al-Muruj;SO2;1.2;ppb;Max / Hourly;Daily;
2020-05-19;Riyadh;Al-Ghurabi;NO2;45.2;ppb;Max / Hourly;Daily;
2020-05-19;Riyadh;Al-Muruj;NO2;13.7;ppb;Max / Hourly;Daily;
2020-05-19;Riyadh;Ar-Rawabi;NO2;28.04;ppb;Avg / Hourly;Daily;
2020-05-19;Riyadh;Al-Ghurabi;O3;18.2;ppb;Min / Hourly;Daily;
2020-05-19;Riyadh;Al-Muruj;O3;37.9;ppb;Min / Hourly;Daily;
2020-05-19;Riyadh;Ar-Rawabi;O3;25.4;ppb;Max / Hourly;Daily;
2020-05-19;Riyadh;Ad-Dhubbat;O3;26.72;ppb;Avg / Hourly;Daily;
2020-05-19;Riyadh;Al-Khaleej;PM10;12.0;µg/m3;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Jazeera;CO;0.52;ppm;Min / Hourly;Daily;
2020-05-20;Riyadh;Ad-Dhubbat;CO;0.8;ppm;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Jazeera;CO;1.61;ppm;Max / Hourly;Daily;
2020-05-20;Riyadh;At-Taawun;CO;0.2;ppm;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Ghurabi;CO;0.64;ppm;Avg / Hourly;Daily;
2020-05-20;Riyadh;Al-Khaleej;CO;0.68;ppm;Avg / Hourly;Daily;
2020-05-20;Riyadh;Ar-Rawabi;CO;0.71;ppm;Avg / Hourly;Daily;
2020-05-20;Riyadh;Al-Muruj;SO2;0.1;ppb;Min / Hourly;Daily;
2020-05-20;Riyadh;Ar-Rawabi;SO2;1.6;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Muruj;SO2;1.4;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Jazeera;NO2;10.9;ppb;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Muruj;NO2;9.4;ppb;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Jazeera;NO2;27.0;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;At-Taawun;NO2;2.3;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Muruj;NO2;19.1;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Ad-Dhubbat;NO2;38.3;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Khaleej;NO2;3.68;ppb;Avg / Hourly;Daily;
2020-05-20;Riyadh;Ar-Rawabi;NO2;29.83;ppb;Avg / Hourly;Daily;
2020-05-20;Riyadh;Al-Jazeera;O3;5.3;ppb;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Khalidiya;O3;2.1;ppb;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Khaleej;O3;8.8;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Ar-Rawabi;O3;24.4;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Muruj;O3;41.0;ppb;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Ghurabi;O3;26.98;ppb;Avg / Hourly;Daily;
2020-05-20;Riyadh;At-Taawun;PM10;116.0;µg/m3;Min / Hourly;Daily;
2020-05-20;Riyadh;Al-Khalidiya;PM10;281.0;µg/m3;Max / Hourly;Daily;
2020-05-20;Riyadh;Al-Muruj;PM10;110.0;µg/m3;Avg / Hourly;Daily;
2020-05-21;Riyadh;Al-Ghurabi;CO;0.9;ppm;Max / Hourly;Daily;
2020-05-21;Riyadh;Al-Khaleej;CO;1.0;ppm;Max / Hourly;Daily;
2020-05-21;Riyadh;Al-Ghurabi;CO;0.7;ppm;Avg / Hourly;Daily;
2020-05-21;Riyadh;Al-Khaleej;CO;0.87;ppm;Avg / Hourly;Daily;
2020-05-21;Riyadh;Ar-Rawabi;SO2;0.7;ppb;Min / Hourly;Daily;
2020-05-21;Riyadh;Al-Jazeera;SO2;1.2;ppb;Min / Hourly;Daily;
2020-05-21;Riyadh;Ar-Rawabi;SO2;1.6;ppb;Max / Hourly;Daily;
2020-05-21;Riyadh;Al-Muruj;SO2;3.8;ppb;Max / Hourly;Daily;
2020-05-21;Riyadh;Ar-Rawabi;SO2;0.99;ppb;Avg / Hourly;Daily;
2020-05-21;Riyadh;Al-Muruj;SO2;1.45;ppb;Avg / Hourly;Daily;
2020-05-21;Riyadh;Al-Ghurabi;NO2;16.4;ppb;Min / Hourly;Daily;
2020-05-21;Riyadh;Ar-Rawabi;NO2;10.4;ppb;Min / Hourly;Daily;
2020-05-21;Riyadh;Ad-Dhubbat;NO2;9.1;ppb;Min / Hourly;Daily;
2020-05-21;Riyadh;Ad-Dhubbat;NO2;42.8;ppb;Max / Hourly;Daily;
2020-05-21;Riyadh;Al-Jazeera;O3;0.4;ppb;Min / Hourly;Daily;
2020-05-21;Riyadh;Al-Khaleej;O3;6.0;ppb;Max / Hourly;Daily;
2020-02-01;Riyadh;Al-Muruj;PM10;746.0;µg/m3;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khalidiya;CO;1.43;ppm;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Ghurabi;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Muruj;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;At-Taawun;SO2;6.0;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khaleej;NO2;1.5;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Uraija;NO2;55.2;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Muruj;NO2;75.6;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khaleej;NO2;2.03;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Uraija;NO2;8.27;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Ar-Rawabi;NO2;55.63;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Muruj;O3;1.0;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khalidiya;PM10;339.0;µg/m3;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khaleej;CO;0.65;ppm;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Jazeera;CO;0.46;ppm;Min / Hourly;Monthly;
2020-04-01;Riyadh;At-Taawun;CO;14.51;ppm;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-04-01;Riyadh;Ar-Rawabi;SO2;2.1;ppb;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Jazeera;SO2;3.9;ppb;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;SO2;277.8;ppb;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Ghurabi;SO2;2.61;ppb;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khaleej;SO2;1.66;ppb;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Al-Jazeera;SO2;1.97;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;CO;0.4;ppm;Min / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;CO;0.4;ppm;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Ghurabi;CO;1.4;ppm;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;CO;1.8;ppm;Max / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;CO;3.3;ppm;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Jazeera;CO;3.34;ppm;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Ghurabi;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;At-Taawun;SO2;9.1;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Muruj;SO2;11.3;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;NO2;94.0;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;At-Taawun;NO2;5.4;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Muruj;NO2;57.0;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Ghurabi;NO2;23.68;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;NO2;29.52;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;At-Taawun;NO2;2.16;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khalidiya;O3;1.2;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khalidiya;PM10;376.0;µg/m3;Max / Hourly;Monthly;
2019-09-14;Riyadh;Al-Khaleej;CO;1.45;ppm;Avg / Hourly;Daily;
2019-09-14;Riyadh;Al-Uraija;CO;1.69;ppm;Avg / Hourly;Daily;
2019-09-14;Riyadh;At-Taawun;CO;2.33;ppm;Avg / Hourly;Daily;
2019-09-14;Riyadh;Al-Uraija;SO2;1.5;ppb;Min / Hourly;Daily;
2019-09-14;Riyadh;Al-Khalidiya;SO2;9.0;ppb;Max / Hourly;Daily;
2019-09-14;Riyadh;Al-Uraija;SO2;1.87;ppb;Avg / Hourly;Daily;
2019-09-14;Riyadh;Al-Jazeera;NO2;28.8;ppb;Max / Hourly;Daily;
2019-09-14;Riyadh;Ar-Rawabi;PM10;32.0;µg/m3;Min / Hourly;Daily;
2019-09-14;Riyadh;Al-Jazeera;PM10;163.0;µg/m3;Max / Hourly;Daily;
2019-09-14;Riyadh;Al-Jazeera;PM10;106.45;µg/m3;Avg / Hourly;Daily;
2019-09-18;Riyadh;Al-Khaleej;CO;0.68;ppm;Min / Hourly;Daily;
2019-09-18;Riyadh;Al-Uraija;CO;1.94;ppm;Avg / Hourly;Daily;
2019-09-18;Riyadh;Ar-Rawabi;CO;2.41;ppm;Avg / Hourly;Daily;
2020-03-01;Riyadh;Al-Khalidiya;PM10;143.7;µg/m3;Avg / Hourly;Daily;
2020-03-02;Riyadh;Al-Jazeera;CO;2.43;ppm;Max / Hourly;Daily;
2020-03-02;Riyadh;At-Taawun;SO2;0.4;ppb;Min / Hourly;Daily;
2020-03-02;Riyadh;Al-Muruj;SO2;0.9;ppb;Min / Hourly;Daily;
2020-03-02;Riyadh;At-Taawun;SO2;1.72;ppb;Avg / Hourly;Daily;
2020-03-02;Riyadh;Al-Muruj;SO2;1.15;ppb;Avg / Hourly;Daily;
2020-03-02;Riyadh;Al-Jazeera;NO2;35.2;ppb;Max / Hourly;Daily;
2020-03-02;Riyadh;Al-Ghurabi;O3;14.0;ppb;Min / Hourly;Daily;
2020-03-02;Riyadh;Al-Ghurabi;O3;35.0;ppb;Max / Hourly;Daily;
2020-03-02;Riyadh;Al-Khaleej;O3;7.2;ppb;Max / Hourly;Daily;
2020-03-02;Riyadh;Ar-Rawabi;O3;14.4;ppb;Max / Hourly;Daily;
2020-03-02;Riyadh;At-Taawun;O3;6.2;ppb;Max / Hourly;Daily;
2020-03-02;Riyadh;Al-Ghurabi;O3;25.75;ppb;Avg / Hourly;Daily;
2020-03-02;Riyadh;At-Taawun;O3;4.7;ppb;Avg / Hourly;Daily;
2020-03-02;Riyadh;Al-Khaleej;PM10;289.0;µg/m3;Max / Hourly;Daily;
2020-03-02;Riyadh;Al-Uraija;PM10;250.0;µg/m3;Max / Hourly;Daily;
2020-03-02;Riyadh;Al-Uraija;PM10;237.6;µg/m3;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Uraija;CO;1.63;ppm;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Ghurabi;CO;5.0;ppm;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Khaleej;CO;0.47;ppm;Max / Hourly;Daily;
2020-03-03;Riyadh;Ar-Rawabi;CO;2.34;ppm;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Muruj;CO;0.75;ppm;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Khalidiya;CO;2.35;ppm;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Ghurabi;SO2;3.4;ppb;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Khaleej;SO2;1.5;ppb;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Ghurabi;SO2;4.2;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Muruj;SO2;1.6;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Khalidiya;SO2;2.3;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Khaleej;SO2;2.29;ppb;Avg / Hourly;Daily;
2020-03-03;Riyadh;Ar-Rawabi;NO2;70.1;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;At-Taawun;NO2;4.1;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;At-Taawun;NO2;3.26;ppb;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Khalidiya;NO2;32.63;ppb;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Ghurabi;O3;8.0;ppb;Min / Hourly;Daily;
2020-03-03;Riyadh;At-Taawun;O3;1.3;ppb;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Muruj;O3;2.4;ppb;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Khalidiya;O3;2.0;ppb;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Uraija;O3;80.0;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;Ar-Rawabi;O3;13.3;ppb;Max / Hourly;Daily;
2020-03-03;Riyadh;Al-Khaleej;O3;4.28;ppb;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Uraija;O3;6.17;ppb;Avg / Hourly;Daily;
2020-03-03;Riyadh;At-Taawun;O3;4.65;ppb;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Khaleej;PM10;9.0;µg/m3;Min / Hourly;Daily;
2020-03-03;Riyadh;Al-Ghurabi;PM10;52.91;µg/m3;Avg / Hourly;Daily;
2020-03-03;Riyadh;Ar-Rawabi;PM10;52.79;µg/m3;Avg / Hourly;Daily;
2020-03-03;Riyadh;Al-Jazeera;PM10;41.37;µg/m3;Avg / Hourly;Daily;
2020-03-04;Riyadh;Al-Ghurabi;CO;1.91;ppm;Min / Hourly;Daily;
2020-03-04;Riyadh;At-Taawun;CO;0.01;ppm;Min / Hourly;Daily;
2020-03-04;Riyadh;Al-Khaleej;CO;1.7;ppm;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Jazeera;CO;2.25;ppm;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Khalidiya;CO;3.78;ppm;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Khaleej;CO;1.06;ppm;Avg / Hourly;Daily;
2020-03-04;Riyadh;At-Taawun;CO;0.7;ppm;Avg / Hourly;Daily;
2020-03-04;Riyadh;Al-Ghurabi;SO2;3.3;ppb;Min / Hourly;Daily;
2020-03-04;Riyadh;Ar-Rawabi;SO2;0.2;ppb;Min / Hourly;Daily;
2020-03-04;Riyadh;Al-Jazeera;SO2;1.4;ppb;Min / Hourly;Daily;
2020-03-04;Riyadh;Al-Khalidiya;SO2;1.7;ppb;Min / Hourly;Daily;
2020-03-04;Riyadh;Ar-Rawabi;SO2;1.3;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;At-Taawun;SO2;1.5;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Muruj;SO2;1.3;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Jazeera;SO2;1.7;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;At-Taawun;SO2;0.91;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;Al-Ghurabi;NO2;133.1;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Khaleej;NO2;2.3;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Uraija;NO2;5.5;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Muruj;NO2;75.6;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Khaleej;NO2;2.03;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;Ar-Rawabi;NO2;63.66;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;Al-Khalidiya;NO2;47.79;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;Al-Uraija;O3;1.0;ppb;Min / Hourly;Daily;
2020-03-04;Riyadh;At-Taawun;O3;0.2;ppb;Min / Hourly;Daily;
2020-03-04;Riyadh;Al-Ghurabi;O3;31.0;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Muruj;O3;8.6;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Khalidiya;O3;7.0;ppb;Max / Hourly;Daily;
2020-03-04;Riyadh;Ar-Rawabi;O3;3.14;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;Al-Muruj;O3;5.58;ppb;Avg / Hourly;Daily;
2020-03-04;Riyadh;At-Taawun;PM10;1.0;µg/m3;Min / Hourly;Daily;
2020-03-04;Riyadh;Al-Uraija;PM10;162.0;µg/m3;Max / Hourly;Daily;
2020-03-04;Riyadh;Al-Jazeera;PM10;31.04;µg/m3;Avg / Hourly;Daily;
2020-03-05;Riyadh;Ar-Rawabi;CO;2.87;ppm;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Khalidiya;CO;3.13;ppm;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Jazeera;CO;1.84;ppm;Avg / Hourly;Daily;
2020-03-05;Riyadh;Ar-Rawabi;SO2;0.2;ppb;Min / Hourly;Daily;
2020-03-05;Riyadh;Al-Ghurabi;SO2;4.7;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Ar-Rawabi;SO2;1.5;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Jazeera;SO2;2.2;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Ghurabi;NO2;25.6;ppb;Min / Hourly;Daily;
2020-03-05;Riyadh;Ar-Rawabi;NO2;39.3;ppb;Min / Hourly;Daily;
2020-03-05;Riyadh;Al-Muruj;NO2;15.5;ppb;Min / Hourly;Daily;
2020-03-05;Riyadh;At-Taawun;NO2;5.4;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Khalidiya;NO2;62.3;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Jazeera;NO2;42.49;ppb;Avg / Hourly;Daily;
2020-03-05;Riyadh;Al-Muruj;NO2;33.65;ppb;Avg / Hourly;Daily;
2020-03-05;Riyadh;Al-Khaleej;O3;0.9;ppb;Min / Hourly;Daily;
2020-03-05;Riyadh;Ar-Rawabi;O3;19.0;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Jazeera;O3;19.4;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;Al-Khalidiya;O3;7.0;ppb;Max / Hourly;Daily;
2020-03-05;Riyadh;At-Taawun;O3;2.68;ppb;Avg / Hourly;Daily;
2020-03-05;Riyadh;Al-Ghurabi;PM10;11.0;µg/m3;Min / Hourly;Daily;
2020-03-05;Riyadh;Al-Muruj;PM10;13.0;µg/m3;Min / Hourly;Daily;
2020-03-05;Riyadh;Al-Jazeera;PM10;29.75;µg/m3;Avg / Hourly;Daily;
2020-03-06;Riyadh;Al-Uraija;CO;1.59;ppm;Min / Hourly;Daily;
2020-03-06;Riyadh;Al-Muruj;CO;0.51;ppm;Min / Hourly;Daily;
2020-03-06;Riyadh;Al-Khalidiya;CO;4.43;ppm;Max / Hourly;Daily;
2020-03-06;Riyadh;Al-Uraija;CO;1.87;ppm;Avg / Hourly;Daily;
2020-03-06;Riyadh;Al-Jazeera;CO;1.8;ppm;Avg / Hourly;Daily;
2020-03-06;Riyadh;At-Taawun;SO2;0.5;ppb;Min / Hourly;Daily;
2020-03-06;Riyadh;Al-Jazeera;SO2;2.14;ppb;Avg / Hourly;Daily;
2020-03-06;Riyadh;At-Taawun;SO2;1.05;ppb;Avg / Hourly;Daily;
2020-03-06;Riyadh;Al-Muruj;SO2;0.37;ppb;Avg / Hourly;Daily;
