Periodicity;Year;Quarter;Indicator;Value
Quarterly;2021;Q4;Commercial: Building;97.00425000000001
Quarterly;2022;Q1;General index;89.12525000000001
Quarterly;2022;Q2;Commercial: Building;98.69675000000001
Quarterly;2022;Q2;Agricultural: Land;96.65107142857141
Quarterly;2022;Q3;Residential: Villa;88.060125
Quarterly;2022;Q3;Residential: House;93.85390000000001
Quarterly;2022;Q3;Commercial;83.74320000000002
Quarterly;2022;Q3;Commercial: Building;99.73175
Quarterly;2022;Q3;Commercial: Gallery/Shop;92.54954545454544
Quarterly;2022;Q3;Agricultural;97.06792857142857
Quarterly;2022;Q4;Residential: Floor;100.23
Quarterly;2022;Q4;Agricultural;96.59814285714286
Quarterly;2023;Q1;Commercial: Center;100.41950000000001
Quarterly;2023;Q2;Residential Plot;100.28
Quarterly;2023;Q2;Commercial;83.73333333333333
Quarterly;2023;Q2;Agricultural;96.25892857142857
Quarterly;2023;Q3;Residential Plot;99.79
Quarterly;2023;Q3;Residential: Apartment;86.12864285714285
Quarterly;2023;Q3;Residential: House;94.6908
Quarterly;2023;Q3;Commercial: Building;100.92425
Quarterly;2023;Q3;Commercial: Center;100.4045
Quarterly;2023;Q4;Residential: Plot;85.60085714285712
Quarterly;2023;Q4;Residential: Apartment;86.18792857142857
Quarterly;2023;Q4;Residential: House;94.631
Quarterly;2023;Q4;Commercial: Gallery/Shop;92.13645454545455
Quarterly;2024;Q1;Residential: Plot;85.40642857142858
Quarterly;2024;Q1;Residential: Villa;87.52749999999999
Quarterly;2024;Q1;Commercial: Plot;82.31107142857142
Quarterly;2024;Q1;Commercial: Building;102.06175
Quarterly;2024;Q2;General index;92.36392857142856
Quarterly;2024;Q2;Commercial: Plot;82.31307142857143
Quarterly;2024;Q3;General index;93.58657142857143
Quarterly;2024;Q3;Commercial;86.37633333333332
Quarterly;2024;Q3;Commercial: Center;101.09583333333332
Quarterly;2024;Q3;Agricultural;98.27314285714287
Quarterly;2024;Q4;General index;94.94903571428573
Quarterly;2024;Q4;Residential;94.15733333333333
Quarterly;2024;Q4;Residential Plot;102.25
Quarterly;2024;Q4;Residential: House;95.38999999999999
Quarterly;2024;Q4;Commercial: Plot;87.51214285714283
