id,latitude,longitude,price,room_type,neighbourhood_cleansed,neighbourhood_group_cleansed
20572019,40.6661,-73.94172,,Entire home/apt,Crown Heights,Brooklyn
20726517,40.70751,-73.95173,,Entire home/apt,Williamsburg,Brooklyn
20730891,40.77155,-73.95772,,Entire home/apt,Upper East Side,Manhattan
20738759,40.6901,-73.99355,,Entire home/apt,Brooklyn Heights,Brooklyn
20738991,40.691,-73.93107,,Private room,Bedford-Stuyvesant,Brooklyn
20740322,40.72377,-73.99518,,Entire home/apt,Nolita,Manhattan
20744654,40.67384,-73.98199,,Entire home/apt,Park Slope,Brooklyn
20745004,40.71266407981011,-73.96576092713016,,Entire home/apt,Williamsburg,Brooklyn
20755255,40.84975,-73.94036,,Private room,Washington Heights,Manhattan
20757519,40.83148,-73.94525,,Shared room,Harlem,Manhattan
20572398,40.71491,-73.9417,,Private room,Williamsburg,Brooklyn
20572472,40.68554,-73.96952,,Entire home/apt,Fort Greene,Brooklyn
20572837,40.64134,-74.07942,,Private room,St. George,Staten Island
20572848,40.84831,-73.93952,,Private room,Washington Heights,Manhattan
20573255,40.6795,-73.96575,,Private room,Prospect Heights,Brooklyn
20573565,40.70499,-73.92419,,Private room,Bushwick,Brooklyn
20581903,40.661434173583984,-73.91320037841797,,Private room,Brownsville,Brooklyn
20582991,40.74815,-73.97581,,Entire home/apt,Murray Hill,Manhattan
20583124,40.69385,-73.99698,,Entire home/apt,Brooklyn Heights,Brooklyn
20758288,40.72895,-73.99998,,Entire home/apt,Greenwich Village,Manhattan
20758395,40.70524,-73.92776,,Private room,Williamsburg,Brooklyn
20761266,40.69622,-73.94665,,Private room,Bedford-Stuyvesant,Brooklyn
20761296,40.76804,-73.92103,,Private room,Astoria,Queens
20761404,40.76333,-73.99264,,Entire home/apt,Hell's Kitchen,Manhattan
20763209,40.71635,-73.99858,,Entire home/apt,Chinatown,Manhattan
20770559,40.65237,-73.96553,,Private room,Flatbush,Brooklyn
20770969,40.72637,-73.98367,,Entire home/apt,East Village,Manhattan
20772650,40.76048,-73.96175,,Entire home/apt,Upper East Side,Manhattan
20583325,40.74998,-73.97545,,Entire home/apt,Murray Hill,Manhattan
20583769,40.661434173583984,-73.91320037841797,,Private room,Brownsville,Brooklyn
20587133,40.8729,-73.91877,,Private room,Inwood,Manhattan
20588062,40.77306,-73.98024,,Entire home/apt,Upper West Side,Manhattan
20590743,40.72859,-73.95642,,Entire home/apt,Greenpoint,Brooklyn
20812587,40.6606,-73.95549,,Private room,Prospect-Lefferts Gardens,Brooklyn
20814067,40.69422,-73.74881,,Private room,St. Albans,Queens
20814478,40.79651,-73.97318,,Entire home/apt,Upper West Side,Manhattan
20815250,40.73729,-73.95586,,Entire home/apt,Greenpoint,Brooklyn
20815350,40.71745,-73.94825,,Private room,Williamsburg,Brooklyn
20778074,40.66643,-73.93997,,Private room,Crown Heights,Brooklyn
20783811,40.74509,-74.00633,,Entire home/apt,Chelsea,Manhattan
20786225,40.79421,-73.93242,,Private room,East Harlem,Manhattan
20787735,40.70104,-73.93861,,Shared room,Bushwick,Brooklyn
20788590,40.75278,-73.90137,,Private room,Woodside,Queens
20789361,40.68346,-73.9371,,Private room,Bedford-Stuyvesant,Brooklyn
20795854,40.68199,-73.94041,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
20801388,40.72525,-73.98042,,Entire home/apt,East Village,Manhattan
20801864,40.81519,-73.86607,,Private room,Clason Point,Bronx
20802860,40.72128,-73.94787,,Private room,Greenpoint,Brooklyn
20816032,40.8135,-73.93508,,Private room,East Harlem,Manhattan
20817201,40.71541,-73.9544,,Private room,Williamsburg,Brooklyn
20818955,40.69803,-73.84944,,Private room,Woodhaven,Queens
20826953,40.70285,-73.91137,,Private room,Ridgewood,Queens
20827801,40.67222,-73.93028,,Private room,Crown Heights,Brooklyn
20832523,40.83451,-73.91881,,Private room,Concourse,Bronx
20832768,40.76443,-73.92119,,Entire home/apt,Astoria,Queens
20833958,40.67222,-73.93028,,Private room,Crown Heights,Brooklyn
20835909,40.75746,-73.82914,,Entire home/apt,Flushing,Queens
20836787,40.77534,-73.92728,,Entire home/apt,Astoria,Queens
20843601,40.64663,-73.96233,,Private room,Flatbush,Brooklyn
20844580,40.70535,-73.95377,,Private room,Williamsburg,Brooklyn
20844601,40.7138,-73.99013,,Private room,Lower East Side,Manhattan
20845031,40.74572250000001,-73.9798618,,Entire home/apt,Kips Bay,Manhattan
20849060,40.67999,-73.99898,,Entire home/apt,Carroll Gardens,Brooklyn
20849101,40.90194,-73.84236,,Private room,Wakefield,Bronx
20857108,40.75038,-73.97599,,Entire home/apt,Murray Hill,Manhattan
20811403,40.72632,-73.84863,,Entire home/apt,Forest Hills,Queens
20811420,40.68858,-73.91384,,Private room,Bushwick,Brooklyn
20812365,40.80251,-73.95962,,Entire home/apt,Morningside Heights,Manhattan
21022330,40.71457,-73.76101,,Entire home/apt,Hollis,Queens
21025488,40.68524,-73.84401,,Entire home/apt,Ozone Park,Queens
21025840,40.67181,-73.9526,,Private room,Crown Heights,Brooklyn
21027809,40.65915,-73.95374,,Private room,Prospect-Lefferts Gardens,Brooklyn
21029490,40.72262,-73.93944,,Private room,Greenpoint,Brooklyn
20857788,40.75009,-73.97711,,Entire home/apt,Murray Hill,Manhattan
20862285,40.72815,-73.87875,,Private room,Elmhurst,Queens
20873362,40.71579,-73.94043,,Private room,Williamsburg,Brooklyn
20881198,40.76609,-73.9853,,Private room,Hell's Kitchen,Manhattan
20886432,40.74922,-73.91782,,Private room,Sunnyside,Queens
20887028,40.71335,-73.9924,,Entire home/apt,Chinatown,Manhattan
20895982,40.72376,-73.98421,,Private room,East Village,Manhattan
20896520,40.67578,-73.98124,,Private room,Park Slope,Brooklyn
20897863,40.71172,-73.96206,,Private room,Williamsburg,Brooklyn
21029655,40.69291,-73.94274,,Private room,Bedford-Stuyvesant,Brooklyn
21034242,40.76408723158923,-73.98869945666092,,Entire home/apt,Hell's Kitchen,Manhattan
21038471,40.69109,-73.93874,,Private room,Bedford-Stuyvesant,Brooklyn
21038703,40.84994,-73.93646,,Entire home/apt,Washington Heights,Manhattan
21041595,40.66032,-73.91457,,Private room,Brownsville,Brooklyn
21042534,40.67521,-73.94838,,Entire home/apt,Crown Heights,Brooklyn
21044649,40.87553,-73.88601,,Private room,Norwood,Bronx
21057693,40.69286,-73.94714,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21066041,40.70573,-73.92476,,Private room,Bushwick,Brooklyn
20897952,40.78263,-73.97559,,Entire home/apt,Upper West Side,Manhattan
20899010,40.67396,-73.96276,,Private room,Crown Heights,Brooklyn
20900299,40.71714,-73.99056,,Entire home/apt,Chinatown,Manhattan
20900545,40.69042,-73.93488,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
20901715,40.80449,-73.94481,,Entire home/apt,Harlem,Manhattan
20902644,40.72922,-73.95544,,Private room,Greenpoint,Brooklyn
20904409,40.86162,-73.86418,,Entire home/apt,Allerton,Bronx
20912594,40.75938,-73.99167,,Private room,Hell's Kitchen,Manhattan
20914425,40.6875,-73.92182,,Private room,Bedford-Stuyvesant,Brooklyn
21073975,40.74861,-73.97793,,Hotel room,Murray Hill,Manhattan
21076625,40.8057,-73.95026,,Private room,Harlem,Manhattan
21078963,40.79563,-73.93507,,Private room,East Harlem,Manhattan
21080763,40.74108123779297,-73.97927856445312,,Entire home/apt,Kips Bay,Manhattan
21088999,40.72959,-73.99964,,Entire home/apt,Greenwich Village,Manhattan
21089520,40.67843,-73.91302,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21090094,40.86441,-73.84284,,Private room,Pelham Gardens,Bronx
21091355,40.75968,-73.9609,,Entire home/apt,Upper East Side,Manhattan
21094022,40.71209,-73.94748,,Private room,Williamsburg,Brooklyn
20914711,40.69073,-73.96524,,Entire home/apt,Clinton Hill,Brooklyn
20915427,40.60871,-73.91883,,Entire home/apt,Mill Basin,Brooklyn
20915909,40.68462,-73.95873,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
20916311,40.66773,-73.93011,,Private room,Crown Heights,Brooklyn
20916679,40.69104,-73.96475,,Entire home/apt,Clinton Hill,Brooklyn
20917909,40.71588,-73.94001,,Private room,Williamsburg,Brooklyn
20918850,40.78736,-73.96956,,Entire home/apt,Upper West Side,Manhattan
21095257,40.72743,-74.00232,,Entire home/apt,SoHo,Manhattan
21098387,40.75848,-73.98984,,Private room,Hell's Kitchen,Manhattan
21098555,40.74993,-73.97555,,Hotel room,Murray Hill,Manhattan
21098717,40.74838,-73.97574,,Entire home/apt,Murray Hill,Manhattan
21098848,40.7501,-73.97743,,Hotel room,Murray Hill,Manhattan
21098980,40.75011,-73.97725,,Hotel room,Murray Hill,Manhattan
21105248,40.71445,-73.94506,,Private room,Williamsburg,Brooklyn
21108401,40.71705,-73.95376,,Private room,Williamsburg,Brooklyn
20919726,40.65023,-74.01096,,Private room,Sunset Park,Brooklyn
20926888,40.69198624566628,-73.93877335672641,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
20928429,40.82312,-73.94446,,Private room,Harlem,Manhattan
20932707,40.779,-73.95502,,Private room,Upper East Side,Manhattan
20933293,40.76597,-73.92489,,Private room,Astoria,Queens
21110331,40.80756,-73.92264,,Entire home/apt,Mott Haven,Bronx
21110709,40.77400403820299,-73.92474589948257,,Private room,Astoria,Queens
21118650,40.68436,-73.95752,,Private room,Bedford-Stuyvesant,Brooklyn
21118834,40.75558,-73.82729,,Entire home/apt,Flushing,Queens
21120183,40.67495,-73.9633,,Entire home/apt,Prospect Heights,Brooklyn
21138554,40.68934,-73.96923,,Private room,Fort Greene,Brooklyn
21139788,40.71719,-73.94198,,Private room,Williamsburg,Brooklyn
21139995,40.67928,-73.94756,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
20933850,40.82269,-73.94491,,Private room,Harlem,Manhattan
20934056,40.6467,-73.97944,,Private room,Kensington,Brooklyn
20934059,40.6631,-73.99349,,Entire home/apt,Sunset Park,Brooklyn
20934581,40.84622,-73.94002,,Private room,Washington Heights,Manhattan
21141576,40.76391,-73.82625,,Entire home/apt,Flushing,Queens
21148021,40.79659,-73.93477,,Private room,East Harlem,Manhattan
21148292,40.77118,-73.95842,,Entire home/apt,Upper East Side,Manhattan
21148829,40.7102,-73.90917,,Entire home/apt,Ridgewood,Queens
21149901,40.64246,-73.97914,,Private room,Kensington,Brooklyn
21151898,40.80746,-73.9388,,Private room,East Harlem,Manhattan
21160614,40.71449,-73.94119,,Entire home/apt,Williamsburg,Brooklyn
21161707,40.7281,-73.97832,,Private room,East Village,Manhattan
20936537,40.69835,-73.92459,,Private room,Bushwick,Brooklyn
20941086,40.74615,-73.97515,,Entire home/apt,Murray Hill,Manhattan
20942873,40.76792,-73.98499,,Entire home/apt,Hell's Kitchen,Manhattan
20947070,40.73837,-73.97395,,Private room,Kips Bay,Manhattan
20951141,40.80096,-73.95526,,Entire home/apt,Harlem,Manhattan
20957575,40.72909,-73.98874,,Private room,East Village,Manhattan
21164579,40.75868,-73.83142,,Private room,Flushing,Queens
21172924,40.75421,-73.96831,,Entire home/apt,Midtown,Manhattan
21173134,40.75374,-73.9968,,Entire home/apt,Hell's Kitchen,Manhattan
21174364,40.77264,-73.95727,,Entire home/apt,Upper East Side,Manhattan
21175036,40.64364,-73.96483,,Private room,Flatbush,Brooklyn
21182937,40.74191,-73.9092,,Entire home/apt,Sunnyside,Queens
21183312,40.72266,-73.95251,,Entire home/apt,Greenpoint,Brooklyn
21184173,40.75464,-73.77542,,Private room,Bayside,Queens
21188044,40.6224,-73.94407,,Entire home/apt,Flatlands,Brooklyn
21188555,40.69213,-73.93745,,Private room,Bedford-Stuyvesant,Brooklyn
21191264,40.72279,-73.98728,,Private room,East Village,Manhattan
20960203,40.6951284,-73.97102009999999,,Private room,Fort Greene,Brooklyn
20968000,40.74455,-73.97151,,Entire home/apt,Murray Hill,Manhattan
20969532,40.74243,-73.92457,,Entire home/apt,Sunnyside,Queens
20970380,40.68718,-73.90647,,Private room,Bushwick,Brooklyn
20970656,40.6783,-73.97247,,Entire home/apt,Prospect Heights,Brooklyn
21192158,40.75013,-73.9769,,Hotel room,Murray Hill,Manhattan
21192284,40.74926,-73.97643,,Entire home/apt,Murray Hill,Manhattan
21192364,40.74926,-73.97643,,Entire home/apt,Murray Hill,Manhattan
21192430,40.74822,-73.97672,,Entire home/apt,Murray Hill,Manhattan
21195408,40.68206,-73.95593,,Private room,Bedford-Stuyvesant,Brooklyn
21198038,40.72409,-73.93939,,Entire home/apt,Greenpoint,Brooklyn
21199546,40.68623,-73.95773,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21202563,40.72697,-73.95072,,Entire home/apt,Greenpoint,Brooklyn
21203987,40.6925,-73.95943,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
20970822,40.65485,-73.91699,,Entire home/apt,East Flatbush,Brooklyn
20970844,40.77355,-73.94891,,Entire home/apt,Upper East Side,Manhattan
20981954,40.67107,-73.929,,Private room,Crown Heights,Brooklyn
20989220,40.72821,-73.8011,,Entire home/apt,Flushing,Queens
20990053,40.717,-73.95003,,Private room,Williamsburg,Brooklyn
20990607,40.71881,-73.9487,,Private room,Williamsburg,Brooklyn
21204007,40.68778,-73.93751,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21204122,40.6956,-73.92344,,Private room,Bushwick,Brooklyn
21205650,40.75036,-73.97538,,Hotel room,Murray Hill,Manhattan
21205810,40.74844,-73.97572,,Hotel room,Murray Hill,Manhattan
21205891,40.74848,-73.97545,,Hotel room,Murray Hill,Manhattan
21206002,40.74884,-73.97756,,Hotel room,Murray Hill,Manhattan
21206529,40.71932,-73.96455,,Private room,Williamsburg,Brooklyn
21209950,40.71814,-73.99627,,Private room,Chinatown,Manhattan
21213799,40.82218,-73.94561,,Private room,Harlem,Manhattan
21216288,40.70625,-73.91486,,Entire home/apt,Ridgewood,Queens
20990770,40.71717,-73.94916,,Private room,Williamsburg,Brooklyn
20991704,40.62346,-73.96253,,Entire home/apt,Midwood,Brooklyn
20999025,40.6994,-73.92947,,Private room,Bushwick,Brooklyn
21006224,40.7592,-73.76271,,Private room,Bayside,Queens
21008007,40.69144,-73.99579,,Private room,Brooklyn Heights,Brooklyn
21216917,40.69844,-73.92951,,Private room,Bushwick,Brooklyn
21217074,40.80386,-73.95043,,Entire home/apt,Harlem,Manhattan
21218250,40.70003,-73.9255,,Entire home/apt,Bushwick,Brooklyn
21223569,40.76288,-73.94785,,Private room,Roosevelt Island,Manhattan
21228962,40.73207,-73.99566,,Entire home/apt,Greenwich Village,Manhattan
21230082,40.76178,-73.96573,,Entire home/apt,Upper East Side,Manhattan
21230233,40.65507,-73.9152,,Entire home/apt,East Flatbush,Brooklyn
21230688,40.80553,-73.94815,,Entire home/apt,Harlem,Manhattan
21239226,40.73798,-73.98559,,Entire home/apt,Gramercy,Manhattan
21239497,40.6938,-73.98171,,Private room,Fort Greene,Brooklyn
21010072,40.71073,-73.9023,,Private room,Ridgewood,Queens
21010586,40.73275,-74.00005,,Entire home/apt,Greenwich Village,Manhattan
21011532,40.69047,-73.95861,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21011623,40.78847,-73.97177,,Private room,Upper West Side,Manhattan
21013416,40.71706,-73.95035,,Private room,Williamsburg,Brooklyn
21014202,40.77377,-73.9884,,Private room,Upper West Side,Manhattan
21014919,40.84594,-73.93584,,Private room,Washington Heights,Manhattan
21015751,40.7489,-73.99737,,Entire home/apt,Chelsea,Manhattan
21239885,40.81045,-73.95335,,Private room,Harlem,Manhattan
21241829,40.73557,-73.99327,,Private room,Greenwich Village,Manhattan
21245112,40.74752,-73.94952,,Private room,Long Island City,Queens
21247657,40.69263,-73.96994,,Entire home/apt,Fort Greene,Brooklyn
21248835,40.78002,-73.94979,,Private room,Upper East Side,Manhattan
21249676,40.69584,-73.96653,,Private room,Clinton Hill,Brooklyn
21253783,40.76856,-73.98471,,Entire home/apt,Upper West Side,Manhattan
21253972,40.76319,-73.96184,,Entire home/apt,Upper East Side,Manhattan
21322272,40.71256,-73.9588,,Private room,Williamsburg,Brooklyn
21325114,40.69301,-73.98409,,Private room,Downtown Brooklyn,Brooklyn
21325259,40.77804,-73.91639,,Private room,Ditmars Steinway,Queens
21326923,40.74621,-73.83091,,Private room,Flushing,Queens
21327327,40.84889,-73.93525,,Private room,Washington Heights,Manhattan
21327397,40.74961,-73.86463,,Shared room,Corona,Queens
21254023,40.74729,-74.00339,,Private room,Chelsea,Manhattan
21254718,40.807,-73.9645,,Entire home/apt,Morningside Heights,Manhattan
21254856,40.77895,-73.91299,,Private room,Ditmars Steinway,Queens
21261549,40.68575,-73.95739,,Private room,Bedford-Stuyvesant,Brooklyn
21262243,40.68720994642341,-73.90749414801789,,Entire home/apt,Bushwick,Brooklyn
21263120,40.82046,-73.94337,,Entire home/apt,Harlem,Manhattan
21264068,40.70587,-73.91381,,Entire home/apt,Ridgewood,Queens
21264131,40.68548,-73.95144,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21264903,40.80467,-73.95018,,Entire home/apt,Harlem,Manhattan
21343278,40.7264,-73.84846,,Entire home/apt,Forest Hills,Queens
21354525,40.69068,-73.99265,,Private room,Brooklyn Heights,Brooklyn
21355005,40.79884,-73.9715,,Private room,Upper West Side,Manhattan
21355102,40.74531,-74.00176,,Entire home/apt,Chelsea,Manhattan
21356124,40.72125,-73.98938,,Entire home/apt,Lower East Side,Manhattan
21357119,40.81046,-73.93764,,Entire home/apt,East Harlem,Manhattan
21364301,40.71624,-73.94329,,Private room,Williamsburg,Brooklyn
21365714,40.70409,-73.73731,,Entire home/apt,Queens Village,Queens
21365786,40.73083,-73.98262,,Entire home/apt,East Village,Manhattan
21366268,40.73698,-73.97958,,Private room,Gramercy,Manhattan
21366948,40.7854265,-73.9722245,,Private room,Upper West Side,Manhattan
21273425,40.73700158699657,-73.90426224640633,,Entire home/apt,Maspeth,Queens
21274308,40.66972,-73.99117,,Entire home/apt,Gowanus,Brooklyn
21275645,40.71812,-74.01439,,Entire home/apt,Battery Park City,Manhattan
21275837,40.75015,-73.97687,,Entire home/apt,Murray Hill,Manhattan
21279172,40.72548,-73.94455,,Entire home/apt,Greenpoint,Brooklyn
21280280,40.7549,-73.8198,,Private room,Flushing,Queens
21282152,40.6998,-73.90908,,Private room,Ridgewood,Queens
21282439,40.694,-73.9313,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21283507,40.65328,-73.94505,,Private room,East Flatbush,Brooklyn
21368441,40.6833,-73.9791,,Private room,Boerum Hill,Brooklyn
21369232,40.82502,-73.86046,,Private room,Soundview,Bronx
21378053,40.75037,-73.9775,,Entire home/apt,Murray Hill,Manhattan
21379577,40.72877,-74.00044,,Private room,Greenwich Village,Manhattan
21380140,40.71526,-73.7331,,Private room,Queens Village,Queens
21383288,40.67459,-73.90974,,Entire home/apt,Crown Heights,Brooklyn
21384768,40.75944,-73.90805,,Private room,Astoria,Queens
21287982,40.72966,-73.98433,,Private room,East Village,Manhattan
21289522,40.67057729195178,-73.77408593682817,,Private room,Jamaica,Queens
21291783,40.71517,-73.95557,,Private room,Williamsburg,Brooklyn
21293326,40.71970857380125,-73.98145233531534,,Private room,Lower East Side,Manhattan
21295182,40.76922,-73.98605,,Entire home/apt,Upper West Side,Manhattan
21295951,40.66379,-73.94918,,Private room,Prospect-Lefferts Gardens,Brooklyn
21296227,40.71455,-73.96276,,Entire home/apt,Williamsburg,Brooklyn
21296249,40.75869,-73.91376,,Private room,Astoria,Queens
21296642,40.73052,-73.98584,,Entire home/apt,East Village,Manhattan
21384941,40.79179,-73.97237,,Entire home/apt,Upper West Side,Manhattan
21386117,40.81634,-73.94418,,Private room,Harlem,Manhattan
21386179,40.68152,-73.94615,,Private room,Bedford-Stuyvesant,Brooklyn
21390251,40.67085,-73.99176,,Entire home/apt,Gowanus,Brooklyn
21397638,40.72038,-73.98956,,Entire home/apt,Lower East Side,Manhattan
21398486,40.67918,-73.94457,,Shared room,Bedford-Stuyvesant,Brooklyn
21404524,40.70822,-73.92204,,Entire home/apt,Bushwick,Brooklyn
21405904,40.81701,-73.86159,,Private room,Clason Point,Bronx
21407514,40.7249,-73.98428,,Entire home/apt,East Village,Manhattan
21304935,40.69361,-73.72958,,Private room,Cambria Heights,Queens
21305125,40.69524,-73.73069,,Private room,Cambria Heights,Queens
21309659,40.68215,-73.93993,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21310073,40.68346,-73.93814,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21311240,40.71022,-73.95777,,Entire home/apt,Williamsburg,Brooklyn
21313668,40.78625,-73.97896,,Entire home/apt,Upper West Side,Manhattan
21317156,40.76231,-73.99138,,Private room,Hell's Kitchen,Manhattan
21321273,40.72529,-73.98213,,Entire home/apt,East Village,Manhattan
21550717,40.63112,-73.96957,,Entire home/apt,Kensington,Brooklyn
21410257,40.72757,-73.99154,,Entire home/apt,NoHo,Manhattan
21410794,40.81333,-73.93489,,Entire home/apt,East Harlem,Manhattan
21411274,40.77781,-73.95156,,Entire home/apt,Upper East Side,Manhattan
21413190,40.77169,-73.99009,,Private room,Upper West Side,Manhattan
21421478,40.7839,-73.97638,,Entire home/apt,Upper West Side,Manhattan
21421657,40.723336923181385,-73.98415716015549,,Entire home/apt,East Village,Manhattan
21422090,40.75158,-73.89161,,Private room,Jackson Heights,Queens
21551817,40.67348,-73.91746,,Private room,Crown Heights,Brooklyn
21551829,40.69772,-73.90738,,Private room,Ridgewood,Queens
21558456,40.74418,-73.97693,,Shared room,Kips Bay,Manhattan
21560584,40.72845,-73.98857,,Private room,East Village,Manhattan
21563187,40.76236,-73.81224,,Private room,Flushing,Queens
21565682,40.72945,-74.00167,,Entire home/apt,Greenwich Village,Manhattan
21566909,40.67456,-73.97951,,Entire home/apt,Park Slope,Brooklyn
21568341,40.73706,-73.80845,,Private room,Flushing,Queens
21424914,40.74299,-73.98905,,Entire home/apt,Flatiron District,Manhattan
21427369,40.68692,-73.96185,,Private room,Clinton Hill,Brooklyn
21428231,40.74142,-74.00048,,Private room,Chelsea,Manhattan
21428791,40.72123,-73.9798,,Private room,East Village,Manhattan
21434692,40.82875,-73.95099,,Entire home/apt,Harlem,Manhattan
21435622,40.81201,-73.94316,,Entire home/apt,Harlem,Manhattan
21437509,40.71321,-73.93974,,Private room,Williamsburg,Brooklyn
21446922,40.71036,-73.95758,,Private room,Williamsburg,Brooklyn
21450176,40.75214,-73.97027,,Private room,Midtown,Manhattan
21569360,40.71515,-73.96269,,Private room,Williamsburg,Brooklyn
21570741,40.86381,-73.91943,,Entire home/apt,Inwood,Manhattan
21577526,40.65027,-73.96445,,Private room,Flatbush,Brooklyn
21577856,40.670707036749285,-73.98379768464044,,Entire home/apt,Park Slope,Brooklyn
21580765,40.68399,-73.91424,,Private room,Bedford-Stuyvesant,Brooklyn
21581457,40.67361821084896,-73.96449927519801,,Private room,Prospect Heights,Brooklyn
21583199,40.79438,-73.94787,,Entire home/apt,East Harlem,Manhattan
21583472,40.68706,-73.94859,,Private room,Bedford-Stuyvesant,Brooklyn
21588023,40.68422,-73.93832,,Private room,Bedford-Stuyvesant,Brooklyn
21458972,40.68535,-73.95684,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21460197,40.72318,-73.95056,,Private room,Greenpoint,Brooklyn
21461282,40.83129,-73.92021,,Private room,Concourse Village,Bronx
21461615,40.7139,-73.96422,,Private room,Williamsburg,Brooklyn
21461874,40.76512,-73.99219,,Private room,Hell's Kitchen,Manhattan
21462212,40.71515,-73.96428,,Private room,Williamsburg,Brooklyn
21468762,40.73031,-73.99986,,Shared room,Greenwich Village,Manhattan
21470099,40.71414,-73.9624,,Shared room,Williamsburg,Brooklyn
21472364,40.73002,-73.95974,,Entire home/apt,Greenpoint,Brooklyn
21473222,40.71805,-73.95583,,Entire home/apt,Williamsburg,Brooklyn
21474497,40.7809,-73.97463,,Entire home/apt,Upper West Side,Manhattan
21588805,40.71166,-73.96204,,Entire home/apt,Williamsburg,Brooklyn
21589780,40.68925,-73.95159,,Private room,Bedford-Stuyvesant,Brooklyn
21593310,40.7693,-73.87148,,Private room,East Elmhurst,Queens
21595000,40.71786,-73.96439,,Entire home/apt,Williamsburg,Brooklyn
21596214,40.78706,-73.97704,,Entire home/apt,Upper West Side,Manhattan
21596559,40.76559,-73.83006,,Private room,Flushing,Queens
21610552,40.70121,-73.91275,,Private room,Bushwick,Brooklyn
21612043,40.68294,-73.92159,,Private room,Bedford-Stuyvesant,Brooklyn
21618022,40.7033,-73.92377,,Private room,Bushwick,Brooklyn
21618858,40.70179,-73.93003,,Private room,Bushwick,Brooklyn
21477500,40.67096,-73.89321,,Private room,East New York,Brooklyn
21477816,40.68985,-73.91874,,Private room,Bushwick,Brooklyn
21481778,40.77126,-73.95454,,Entire home/apt,Upper East Side,Manhattan
21483857,40.76326,-73.96263,,Entire home/apt,Upper East Side,Manhattan
21485026,40.69229,-73.90405,,Private room,Bushwick,Brooklyn
21487004,40.73389,-73.98604,,Private room,Gramercy,Manhattan
21490787,40.72603,-73.95236,,Entire home/apt,Greenpoint,Brooklyn
21496794,40.662742193279485,-73.94943159073591,,Private room,Prospect-Lefferts Gardens,Brooklyn
21499536,40.78911,-73.97345,,Entire home/apt,Upper West Side,Manhattan
21501507,40.7088,-74.01471,,Entire home/apt,Financial District,Manhattan
21501622,40.67716,-73.91337,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21504818,40.7452,-73.97905,,Entire home/apt,Kips Bay,Manhattan
21505197,40.69978,-73.99457,,Entire home/apt,Brooklyn Heights,Brooklyn
21512977,40.69902,-73.91137,,Private room,Bushwick,Brooklyn
21515092,40.7052,-73.9146,,Private room,Ridgewood,Queens
21619569,40.68107,-73.76878,,Entire home/apt,Jamaica,Queens
21619743,40.67123,-73.94715,,Entire home/apt,Crown Heights,Brooklyn
21620322,40.68173,-73.95356,,Private room,Bedford-Stuyvesant,Brooklyn
21620762,40.78792,-73.95156,,Entire home/apt,East Harlem,Manhattan
21621154,40.69951,-73.92208,,Private room,Bushwick,Brooklyn
21621231,40.72196,-73.97913,,Private room,East Village,Manhattan
21621926,40.74416,-73.90351,,Private room,Woodside,Queens
21622558,40.74731,-73.9187,,Entire home/apt,Sunnyside,Queens
21623610,40.63454,-74.08549,,Private room,Tompkinsville,Staten Island
21518777,40.71198,-73.95641,,Entire home/apt,Williamsburg,Brooklyn
21520497,40.82957,-73.90353,,Entire home/apt,Morrisania,Bronx
21522562,40.755102408506005,-73.88675661675774,,Private room,Jackson Heights,Queens
21524489,40.71228,-73.95808,,Private room,Williamsburg,Brooklyn
21539105,40.72204,-73.99738,,Private room,SoHo,Manhattan
21539835,40.74618,-73.98716,,Entire home/apt,Midtown,Manhattan
21541423,40.74656,-73.88558,,Entire home/apt,Elmhurst,Queens
21546425,40.69115,-73.94256,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21630186,40.72258,-73.98507,,Private room,East Village,Manhattan
21632846,40.75838,-73.82212,,Entire home/apt,Flushing,Queens
21635015,40.7023,-73.92474,,Private room,Bushwick,Brooklyn
21635603,40.7596,-73.98995,,Entire home/apt,Hell's Kitchen,Manhattan
21638538,40.72452,-73.999,,Private room,SoHo,Manhattan
21642874,40.71307,-73.95602,,Entire home/apt,Williamsburg,Brooklyn
21643550,40.743742195708464,-73.88320785819118,,Private room,Elmhurst,Queens
21644783,40.69315,-73.91636,,Private room,Bushwick,Brooklyn
21548325,40.62406,-74.02914,,Private room,Bay Ridge,Brooklyn
21549554,40.74372,-73.88185,,Private room,Elmhurst,Queens
21726358,40.66905,-73.93771,,Entire home/apt,Crown Heights,Brooklyn
