id,latitude,longitude,price,room_type,neighbourhood_cleansed,neighbourhood_group_cleansed
21727418,40.71034,-73.95955,,Private room,Williamsburg,Brooklyn
21727742,40.87305,-73.8999,,Private room,Kingsbridge,Bronx
21727923,40.68431,-73.9594,,Entire home/apt,Clinton Hill,Brooklyn
21728670,40.71913,-73.95846,,Private room,Williamsburg,Brooklyn
21646774,40.77132,-73.87317,,Private room,East Elmhurst,Queens
21647076,40.76918,-73.9557,,Entire home/apt,Upper East Side,Manhattan
21647527,40.712029107464225,-73.94807677119385,,Entire home/apt,Williamsburg,Brooklyn
21647932,40.7446,-73.90388,,Private room,Woodside,Queens
21648513,40.78255,-73.94695,,Entire home/apt,Upper East Side,Manhattan
21649695,40.76159,-73.99331,,Entire home/apt,Hell's Kitchen,Manhattan
21651270,40.66223,-73.90976,,Entire home/apt,Brownsville,Brooklyn
21652744,40.67333,-73.94769,,Private room,Crown Heights,Brooklyn
21664533,40.66845,-73.92175,,Private room,Brownsville,Brooklyn
21729245,40.76917,-73.92961,,Entire home/apt,Astoria,Queens
21732716,40.65808,-73.98125,,Private room,Windsor Terrace,Brooklyn
21736059,40.81354,-73.95283,,Private room,Harlem,Manhattan
21736164,40.6818,-73.93121,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21736598,40.71707,-73.95543,,Entire home/apt,Williamsburg,Brooklyn
21737389,40.79813,-73.94836,,Private room,Harlem,Manhattan
21737409,40.71211,-73.95975,,Entire home/apt,Williamsburg,Brooklyn
21665632,40.7218,-74.00404,,Entire home/apt,SoHo,Manhattan
21666225,40.73103962114091,-73.97425979375839,,Private room,Stuyvesant Town,Manhattan
21667120,40.7661,-73.98788,,Entire home/apt,Hell's Kitchen,Manhattan
21673998,40.67393,-73.90623,,Private room,Brownsville,Brooklyn
21674032,40.70667,-73.94173,,Entire home/apt,Williamsburg,Brooklyn
21675338,40.70142,-73.99044,,Entire home/apt,Downtown Brooklyn,Brooklyn
21676677,40.746,-73.9194,,Entire home/apt,Sunnyside,Queens
21677581,40.73778,-73.9801,,Entire home/apt,Kips Bay,Manhattan
21678477,40.7125,-73.93809,,Private room,Williamsburg,Brooklyn
21680639,40.71489,-73.96372,,Entire home/apt,Williamsburg,Brooklyn
21737535,40.71763,-73.98506,,Private room,Lower East Side,Manhattan
21738540,40.61787,-74.03373,,Entire home/apt,Fort Hamilton,Brooklyn
21740756,40.66,-73.99778,,Private room,Sunset Park,Brooklyn
21741106,40.69614,-73.96663,,Entire home/apt,Clinton Hill,Brooklyn
21745569,40.64934,-73.92876,,Private room,East Flatbush,Brooklyn
21680914,40.71853,-73.94945,,Private room,Williamsburg,Brooklyn
21682816,40.74504,-73.99916,,Private room,Chelsea,Manhattan
21683672,40.78573,-73.97527,,Private room,Upper West Side,Manhattan
21684019,40.73423,-73.95384,,Entire home/apt,Greenpoint,Brooklyn
21689998,40.71861,-74.00337,,Entire home/apt,Tribeca,Manhattan
21693657,40.72391,-73.98413,,Private room,East Village,Manhattan
21694908,40.67753393465326,-73.94473608408411,,Entire home/apt,Crown Heights,Brooklyn
21695292,40.73373,-73.99071,,Entire home/apt,East Village,Manhattan
21695415,40.82752,-73.94776,,Entire home/apt,Harlem,Manhattan
21748242,40.72233,-73.99655,,Entire home/apt,Nolita,Manhattan
21750219,40.790531158447266,-73.94721221923828,,Entire home/apt,East Harlem,Manhattan
21751275,40.72583,-74.00347,,Entire home/apt,SoHo,Manhattan
21752880,40.720081,-73.947365,,Entire home/apt,Greenpoint,Brooklyn
21700026,40.69033,-73.96807,,Private room,Clinton Hill,Brooklyn
21700378,40.71725,-73.94164,,Entire home/apt,Williamsburg,Brooklyn
21700414,40.79546,-73.93915,,Private room,East Harlem,Manhattan
21706896,40.72547,-73.99063,,Private room,East Village,Manhattan
21709374,40.77585,-73.95213,,Entire home/apt,Upper East Side,Manhattan
21712595,40.74121,-74.00419,,Entire home/apt,Chelsea,Manhattan
21713358,40.67368,-73.92315,,Private room,Crown Heights,Brooklyn
21713419,40.74008,-74.001,,Entire home/apt,Chelsea,Manhattan
21713551,40.7652,-73.95815,,Entire home/apt,Upper East Side,Manhattan
21754369,40.69006,-73.90624,,Private room,Bushwick,Brooklyn
21754946,40.76359,-73.96575,,Shared room,Upper East Side,Manhattan
21755710,40.6729376,-73.91080509999999,,Private room,Brownsville,Brooklyn
21755954,40.76312,-73.98847,,Private room,Hell's Kitchen,Manhattan
21756084,40.69696,-73.91438,,Private room,Bushwick,Brooklyn
21762776,40.64477,-73.95042,,Entire home/apt,East Flatbush,Brooklyn
21762969,40.83175,-73.94819,,Private room,Harlem,Manhattan
21764434,40.67963,-73.86817,,Private room,Cypress Hills,Brooklyn
21764442,40.67588,-73.95163,,Entire home/apt,Crown Heights,Brooklyn
21714930,40.7536,-73.81956,,Entire home/apt,Flushing,Queens
21715410,40.76063,-73.82298,,Entire home/apt,Flushing,Queens
21715735,40.68028,-73.97388,,Private room,Prospect Heights,Brooklyn
21851228,40.75469,-73.9733,,Entire home/apt,Midtown,Manhattan
21851700,40.73958,-73.99876,,Entire home/apt,Chelsea,Manhattan
21852332,40.87778,-73.90965,,Private room,Marble Hill,Manhattan
21852759,40.76179,-73.99227,,Entire home/apt,Hell's Kitchen,Manhattan
21853347,40.80956,-73.95328,,Entire home/apt,Harlem,Manhattan
21854495,40.72743,-74.00232,,Entire home/apt,SoHo,Manhattan
21764778,40.70228,-73.9418,,Entire home/apt,Williamsburg,Brooklyn
21765895,40.81167,-73.9248,,Private room,Mott Haven,Bronx
21766524,40.67118,-73.97533,,Entire home/apt,Park Slope,Brooklyn
21766709,40.73437,-73.99954,,Entire home/apt,West Village,Manhattan
21767672,40.73995,-74.00014,,Entire home/apt,Chelsea,Manhattan
21769638,40.69394,-73.95221,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21859359,40.68203,-73.95514,,Private room,Bedford-Stuyvesant,Brooklyn
21860011,40.7212,-73.99058,,Entire home/apt,Lower East Side,Manhattan
21862155,40.81761,-73.94688,,Private room,Harlem,Manhattan
21867440,40.70766,-73.92121,,Entire home/apt,Bushwick,Brooklyn
21867771,40.68874,-73.91194,,Private room,Bushwick,Brooklyn
21868116,40.81901,-73.95766,,Private room,Harlem,Manhattan
21868813,40.76333,-73.92274,,Entire home/apt,Astoria,Queens
21869546,40.83124,-73.94651,,Private room,Harlem,Manhattan
21870396,40.76739,-73.98458,,Private room,Hell's Kitchen,Manhattan
21771169,40.72997,-74.0025,,Entire home/apt,West Village,Manhattan
21771454,40.67628,-73.93727,,Entire home/apt,Crown Heights,Brooklyn
21774455,40.74458,-73.97382,,Entire home/apt,Murray Hill,Manhattan
21778446,40.84581,-73.84008,,Private room,Pelham Bay,Bronx
21780433,40.7073,-73.93873,,Private room,Williamsburg,Brooklyn
21781859,40.76771,-73.98588,,Entire home/apt,Hell's Kitchen,Manhattan
21783251,40.72824,-73.99121,,Private room,NoHo,Manhattan
21877805,40.66944,-73.88495,,Entire home/apt,East New York,Brooklyn
21878080,40.7501,-73.97737,,Entire home/apt,Murray Hill,Manhattan
21879760,40.70082,-73.98382,,Entire home/apt,Vinegar Hill,Brooklyn
21881605,40.75653,-73.99511,,Entire home/apt,Hell's Kitchen,Manhattan
21881709,40.75096,-73.97166,,Private room,Midtown,Manhattan
21882095,40.64540939735083,-73.94749096412906,,Entire home/apt,East Flatbush,Brooklyn
21885522,40.65572,-73.98174,,Entire home/apt,Windsor Terrace,Brooklyn
21885667,40.77338,-73.91753,,Private room,Ditmars Steinway,Queens
21891406,40.72747,-73.98609,,Private room,East Village,Manhattan
21783298,40.7813,-73.97991,,Entire home/apt,Upper West Side,Manhattan
21892596,40.77159,-73.95932,,Entire home/apt,Upper East Side,Manhattan
21893129,40.74821,-73.97704,,Entire home/apt,Murray Hill,Manhattan
21895262,40.66737,-73.96136,,Private room,Crown Heights,Brooklyn
21897846,40.71529,-73.95442,,Entire home/apt,Williamsburg,Brooklyn
21898732,40.72556,-73.979,,Private room,East Village,Manhattan
21899241,40.71254,-73.99012,,Private room,Lower East Side,Manhattan
21899575,40.57857,-73.96572,,Entire home/apt,Brighton Beach,Brooklyn
21901025,40.6438,-74.08443,,Private room,St. George,Staten Island
21906858,40.67907,-73.98001,,Entire home/apt,Park Slope,Brooklyn
21783724,40.67903,-73.97856,,Entire home/apt,Park Slope,Brooklyn
21784437,40.68687,-73.93001,,Private room,Bedford-Stuyvesant,Brooklyn
21786337,40.82816,-73.94809,,Private room,Harlem,Manhattan
21786958,40.67077,-73.9406,,Private room,Crown Heights,Brooklyn
21787094,40.76445,-73.96809,,Entire home/apt,Upper East Side,Manhattan
21788734,40.80396,-73.96387,,Private room,Morningside Heights,Manhattan
21789193,40.6859,-73.9351,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21802923,40.70131,-73.91783,,Private room,Bushwick,Brooklyn
21804600,40.66151,-73.89033,,Private room,East New York,Brooklyn
21907916,40.76172,-73.90968,,Private room,Astoria,Queens
21908184,40.74818,-73.97616,,Entire home/apt,Murray Hill,Manhattan
21909291,40.76476,-73.98163,,Entire home/apt,Midtown,Manhattan
21913859,40.72692,-73.9737,,Private room,East Village,Manhattan
21922407,40.80672,-73.96536,,Entire home/apt,Morningside Heights,Manhattan
21924815,40.77768,-73.94567,,Private room,Upper East Side,Manhattan
21925948,40.73154,-73.95152,,Entire home/apt,Greenpoint,Brooklyn
21926279,40.64861,-73.95903,,Entire home/apt,Flatbush,Brooklyn
21931508,40.81439,-73.95101,,Private room,Harlem,Manhattan
21932460,40.69073,-73.99674,,Entire home/apt,Cobble Hill,Brooklyn
21804666,40.75762,-73.99603,,Private room,Hell's Kitchen,Manhattan
21809773,40.64264,-73.96986,,Entire home/apt,Kensington,Brooklyn
21811459,40.7001,-73.90702,,Private room,Ridgewood,Queens
21813179,40.76216,-73.98724,,Private room,Hell's Kitchen,Manhattan
21814906,40.70676,-73.93484,,Entire home/apt,Williamsburg,Brooklyn
21815074,40.82834,-73.90228,,Private room,Morrisania,Bronx
21815842,40.68743,-73.96214,,Entire home/apt,Clinton Hill,Brooklyn
21816278,40.68921,-73.95638,,Private room,Bedford-Stuyvesant,Brooklyn
21816519,40.7355,-74.00142,,Entire home/apt,West Village,Manhattan
21932693,40.70435,-73.9391,,Private room,Williamsburg,Brooklyn
21932977,40.7855,-73.94177,,Entire home/apt,East Harlem,Manhattan
21933065,40.67707,-73.93182,,Private room,Crown Heights,Brooklyn
21934181,40.68967,-73.91875,,Private room,Bushwick,Brooklyn
21934601,40.67757,-73.98743,,Private room,Gowanus,Brooklyn
21934873,40.74926,-73.97643,,Entire home/apt,Murray Hill,Manhattan
21935245,40.72666,-74.00341,,Private room,SoHo,Manhattan
21935551,40.76026,-73.99011,,Entire home/apt,Hell's Kitchen,Manhattan
21935608,40.73179,-73.98679,,Entire home/apt,East Village,Manhattan
21935727,40.69207,-73.9599,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21816757,40.67377,-73.91781,,Entire home/apt,Crown Heights,Brooklyn
21817570,40.77045,-73.96166,,Entire home/apt,Upper East Side,Manhattan
21817889,40.66473,-73.93974,,Entire home/apt,Crown Heights,Brooklyn
21818110,40.75973,-73.81243,,Private room,Flushing,Queens
21822611,40.71252,-73.99144,,Private room,Lower East Side,Manhattan
21822619,40.66716,-73.77385,,Private room,Springfield Gardens,Queens
21825464,40.71034,-73.96181,,Private room,Williamsburg,Brooklyn
21825897,40.73162,-74.0012,,Entire home/apt,West Village,Manhattan
21826403,40.73805,-73.87608,,Private room,Elmhurst,Queens
21939817,40.77321,-73.9177,,Private room,Ditmars Steinway,Queens
21942269,40.73005,-73.98673,,Entire home/apt,East Village,Manhattan
21943047,40.71423,-73.94652,,Private room,Williamsburg,Brooklyn
21946495,40.71433,-73.95294,,Private room,Williamsburg,Brooklyn
21947012,40.68592,-73.82724,,Private room,Richmond Hill,Queens
21948799,40.76044,-73.93123,,Private room,Long Island City,Queens
21949305,40.68472,-73.94991,,Private room,Bedford-Stuyvesant,Brooklyn
21950012,40.76066,-73.99092,,Entire home/apt,Hell's Kitchen,Manhattan
21950350,40.68994,-73.90402,,Private room,Bushwick,Brooklyn
21827355,40.71295,-73.9939,,Private room,Two Bridges,Manhattan
21828822,40.69716,-73.92097,,Private room,Bushwick,Brooklyn
21829006,40.69994,-73.94049,,Private room,Bushwick,Brooklyn
21836461,40.72624,-73.98609,,Entire home/apt,East Village,Manhattan
21836754,40.69083,-73.93836,,Private room,Bedford-Stuyvesant,Brooklyn
21950806,40.63504,-73.96143,,Entire home/apt,Flatbush,Brooklyn
21950963,40.76462,-73.98751,,Entire home/apt,Hell's Kitchen,Manhattan
21956264,40.67235,-73.79793,,Private room,South Ozone Park,Queens
21959695,40.82716,-73.88204,,Entire home/apt,Soundview,Bronx
21959796,40.74752,-73.97815,,Entire home/apt,Murray Hill,Manhattan
21961462,40.80459,-73.96182,,Entire home/apt,Morningside Heights,Manhattan
21963428,40.80229,-73.91363,,Private room,Port Morris,Bronx
21963575,40.67135,-73.95211,,Private room,Crown Heights,Brooklyn
21964596,40.69064,-73.91142,,Entire home/apt,Bushwick,Brooklyn
21965717,40.6694,-73.98962,,Private room,Gowanus,Brooklyn
21836784,40.82468,-73.95061,,Entire home/apt,Harlem,Manhattan
21966758,40.7976,-73.93502,,Entire home/apt,East Harlem,Manhattan
21967336,40.65776,-73.96169,,Entire home/apt,Prospect-Lefferts Gardens,Brooklyn
21967615,40.76575,-73.98851,,Entire home/apt,Hell's Kitchen,Manhattan
21968568,40.70174,-73.92393,,Private room,Bushwick,Brooklyn
21970259,40.74764,-73.98504,,Private room,Midtown,Manhattan
21970350,40.70123,-73.94336,,Private room,Williamsburg,Brooklyn
21970487,40.69301,-73.95243,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
21973105,40.64956,-73.95461,,Private room,Flatbush,Brooklyn
21978019,40.72227,-73.99454,,Entire home/apt,Nolita,Manhattan
21978558,40.80314,-73.95753,,Entire home/apt,Harlem,Manhattan
21837620,40.67575,-73.9983,,Private room,Carroll Gardens,Brooklyn
21979050,40.72384,-73.99393,,Entire home/apt,Nolita,Manhattan
21979898,40.71625,-73.96494,,Entire home/apt,Williamsburg,Brooklyn
21980316,40.67663,-73.95551,,Entire home/apt,Crown Heights,Brooklyn
21980723,40.82215,-73.95509,,Private room,Harlem,Manhattan
21981313,40.72657,-73.95313,,Entire home/apt,Greenpoint,Brooklyn
21982223,40.77505,-73.94923,,Entire home/apt,Upper East Side,Manhattan
21982618,40.82625,-73.94883,,Private room,Harlem,Manhattan
21983066,40.68222,-73.97116,,Private room,Prospect Heights,Brooklyn
21984342,40.68481,-73.96589,,Entire home/apt,Clinton Hill,Brooklyn
21985070,40.80271,-73.96781,,Private room,Upper West Side,Manhattan
21838230,40.78153,-73.90774,,Private room,Ditmars Steinway,Queens
21839960,40.72619,-73.85433,,Private room,Rego Park,Queens
21845187,40.7091,-73.96349,,Private room,Williamsburg,Brooklyn
21850082,40.71405,-73.96052,,Private room,Williamsburg,Brooklyn
21850364,40.74098,-73.98852,,Entire home/apt,Flatiron District,Manhattan
21850834,40.5973264,-73.7995801,,Entire home/apt,Arverne,Queens
21851016,40.67313,-73.95636,,Private room,Crown Heights,Brooklyn
21989166,40.64669,-73.94813,,Entire home/apt,East Flatbush,Brooklyn
21994561,40.79783,-73.96794,,Private room,Upper West Side,Manhattan
21995883,40.74713,-73.99392,,Private room,Chelsea,Manhattan
21997208,40.78565,-73.97568,,Entire home/apt,Upper West Side,Manhattan
22000376,40.7656,-73.79621,,Entire home/apt,Flushing,Queens
22000430,40.75754,-73.98128,,Entire home/apt,Midtown,Manhattan
22002827,40.68349,-73.93304,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
22005812,40.74623,-74.00381,,Entire home/apt,Chelsea,Manhattan
22010163,40.80478,-73.93771,,Entire home/apt,East Harlem,Manhattan
22150956,40.68766,-73.98478,,Entire home/apt,Boerum Hill,Brooklyn
22151067,40.73267,-73.85328,,Shared room,Forest Hills,Queens
22151092,40.64289,-73.99591,,Private room,Borough Park,Brooklyn
22010343,40.74573,-73.91086,,Entire home/apt,Woodside,Queens
22011311,40.69682,-73.92543,,Private room,Bushwick,Brooklyn
22015654,40.7215,-73.99587,,Entire home/apt,Nolita,Manhattan
22017804,40.67092,-73.95227,,Private room,Crown Heights,Brooklyn
22019218,40.68562,-73.91171,,Private room,Bushwick,Brooklyn
22019711,40.85524,-73.92999,,Private room,Washington Heights,Manhattan
22019912,40.64228,-73.96639,,Private room,Flatbush,Brooklyn
22020298,40.68685,-73.91358,,Private room,Bushwick,Brooklyn
22020696,40.74171,-73.98224,,Entire home/apt,Kips Bay,Manhattan
22151598,40.76637,-73.95461,,Entire home/apt,Upper East Side,Manhattan
22028251,40.81721,-73.9538,,Private room,Harlem,Manhattan
22028307,40.67144,-73.97994,,Entire home/apt,Park Slope,Brooklyn
22031456,40.63383,-73.94723,,Entire home/apt,East Flatbush,Brooklyn
22031905,40.69853,-73.91594,,Private room,Bushwick,Brooklyn
22041636,40.71518,-73.94133,,Private room,Williamsburg,Brooklyn
22049875,40.70603,-73.91727,,Private room,Bushwick,Brooklyn
22050058,40.7637,-73.79657,,Private room,Flushing,Queens
22050355,40.76317,-73.90721,,Private room,Astoria,Queens
22050927,40.76565,-73.79641,,Private room,Flushing,Queens
22051488,40.76402,-73.79647,,Private room,Flushing,Queens
22057431,40.68482,-73.94467,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
22059169,40.67151,-73.88911,,Entire home/apt,East New York,Brooklyn
22059613,40.687,-73.90688,,Private room,Bushwick,Brooklyn
22060065,40.8408,-73.93782,,Private room,Washington Heights,Manhattan
22060924,40.70647,-73.94437,,Private room,Williamsburg,Brooklyn
22062860,40.72987,-73.95998,,Entire home/apt,Greenpoint,Brooklyn
22064022,40.69806,-73.97616,,Entire home/apt,Fort Greene,Brooklyn
22064262,40.74926,-73.97643,,Entire home/apt,Murray Hill,Manhattan
22065693,40.81322,-73.95039,,Entire home/apt,Harlem,Manhattan
22151798,40.80945,-73.92007,,Entire home/apt,Mott Haven,Bronx
22152232,40.70464,-73.91464,,Private room,Bushwick,Brooklyn
22152785,40.74008,-73.99741,,Entire home/apt,Chelsea,Manhattan
22066317,40.79654,-73.96246,,Private room,Upper West Side,Manhattan
22066430,40.7132,-73.96176,,Entire home/apt,Williamsburg,Brooklyn
22066551,40.82403,-73.93939,,Private room,Harlem,Manhattan
22066865,40.7474,-73.97312,,Entire home/apt,Murray Hill,Manhattan
22079387,40.74332,-73.99764,,Entire home/apt,Chelsea,Manhattan
22080281,40.72154,-73.9918,,Private room,Lower East Side,Manhattan
22081741,40.68741,-73.93027,,Private room,Bedford-Stuyvesant,Brooklyn
22082903,40.80643,-73.94931,,Entire home/apt,Harlem,Manhattan
22084212,40.7379,-73.99782,,Entire home/apt,Chelsea,Manhattan
22084321,40.71314,-73.99002,,Private room,Lower East Side,Manhattan
22153425,40.65248,-73.96445,,Entire home/apt,Flatbush,Brooklyn
22153909,40.72764,-73.98579,,Private room,East Village,Manhattan
22154118,40.71728,-73.9499,,Entire home/apt,Williamsburg,Brooklyn
22157683,40.75598,-73.96887,,Entire home/apt,Midtown,Manhattan
22085185,40.69249,-73.99095,,Entire home/apt,Downtown Brooklyn,Brooklyn
22086471,40.73152,-73.959,,Entire home/apt,Greenpoint,Brooklyn
22087030,40.744,-73.97993,,Entire home/apt,Kips Bay,Manhattan
22087093,40.88388,-73.89951,,Private room,Kingsbridge,Bronx
22088276,40.72541,-73.99544,,Entire home/apt,NoHo,Manhattan
22088301,40.71147,-73.94387,,Private room,Williamsburg,Brooklyn
22088784,40.67895,-73.98715,,Entire home/apt,Gowanus,Brooklyn
22096182,40.63156,-73.96479,,Private room,Flatbush,Brooklyn
22098435,40.71435,-73.94261,,Private room,Williamsburg,Brooklyn
22100970,40.74156951904297,-73.97927856445312,,Entire home/apt,Kips Bay,Manhattan
22157982,40.70905,-73.95092,,Private room,Williamsburg,Brooklyn
22160989,40.8022,-73.93767,,Entire home/apt,East Harlem,Manhattan
22161900,40.71405,-73.94744,,Entire home/apt,Williamsburg,Brooklyn
22165797,40.60681,-73.96112,,Private room,Sheepshead Bay,Brooklyn
22101034,40.68875,-73.75461,,Entire home/apt,Springfield Gardens,Queens
22105520,40.67386,-73.94428,,Entire home/apt,Crown Heights,Brooklyn
22106002,40.74729,-73.99675,,Private room,Chelsea,Manhattan
22107368,40.76894,-73.91044,,Private room,Astoria,Queens
22107514,40.66022,-73.95876,,Entire home/apt,Prospect-Lefferts Gardens,Brooklyn
