latitude,longitude,name
24.748858,46.6319912,
24.749178,46.6324423,
24.7461216,46.6362958,
24.7518196,46.6836484,حديقة الشموخ
24.730866,46.6592596,حديقة السفير الشبيلي
24.7291483,46.6601876,
24.7442702,46.6951397,
24.7451651,46.6979317,
24.7758177,46.7389608,
24.8000794,46.5944429,
24.7348671,46.6393221,
24.7744281,46.6153768,حديقة حي حطين
24.7790564,46.6796936,حديقة حي النفل الثانية
24.8171804,46.598494,حديقة جامع الوهيبي
24.7785957,46.6696951,منتزة حي النفل
24.7825422,46.6799124,
24.8082328,46.6318966,حديقة الصحافة
24.8081965,46.5979933,
24.7266287,46.6455818,
24.7874526,46.6561209,
24.7840809,46.6480706,
24.7841816,46.6483824,
24.7232014,46.6469061,
24.8150897,46.594836,
24.5833052,46.786379,
24.5816575,46.7849215,مشروع الرياض الخضراء
24.4671529,46.2677312,
24.459546,46.2653762,
24.4560154,46.2568432,
24.8105762,46.7483874,حديقة حي قرطبة
24.8104676,46.7484661,حديقة حي قرطبة
24.8097743,46.7478417,
24.8812072,46.7391383,
24.792505,46.6518337,حديقة الربيع
24.7554515,46.5643898,
24.6368412,46.5541729,حديقه لبن
24.6291693,46.7152096,
24.6475949,46.7087397,
24.8237274,46.6279277,حديقة سكان الماجدية
24.9166741,46.790932,شتاء جلاس
24.5297528,46.4582733,Maze Garden
24.533399,46.4547237,Water Garden
24.5975893,46.653148,حديقة الغروب
24.9068392,46.7749467,منتزه الرمال الرياضي
24.7578142,46.5925417,البرومينيد
24.8323429,46.579014,
24.8324524,46.5796069,
24.8323362,46.5777297,
24.8321511,46.5747913,
24.835561,46.5724572,
24.8312581,46.5742157,
24.8314329,46.5738934,
24.8322042,46.5738442,
24.8323576,46.5767018,
24.8324201,46.5768649,
24.8318714,46.5755438,
24.8320231,46.575907,
24.8311541,46.5762203,
24.8300136,46.5735173,
24.8296599,46.5726532,
24.8310005,46.5690166,
24.8315596,46.5696291,
24.8310175,46.5701538,
24.8315753,46.5701076,
24.8320153,46.5721875,
24.8321455,46.5726261,
24.8311601,46.5711797,
24.8309152,46.5714497,
24.8303182,46.5715841,
24.830941,46.5735328,
24.8179942,46.800196,حديقة صنوان
